Site_ID,Center_Name,Permit_Holder,Address,Borough,Zip_Code,Phone,Permit_Number,Permit_Expiration_Date,Permit_Status,Age_Range,Maximum_Capacity,Certified_to_Administer_Medication,Site_Type,Number_Of_Violations,Hazard_Violations,Critical_Violations,General_Violations,Number_Of_Visits,Mean_Violations_Per_Visit,Score,Mean_Rank,Mean_Cat,Score_Rank,Score_Cat,Number_Of_Permits,Average_Mean_Violations_Per_Visit,Average_Score,Lat,Lon
DC14224,ALL CHILDREN'S CHILD CARE,ALL CHILDREN'S CHILD CARE,32-04  31 AVENUE,QUEENS,11106,718-777-2011,7970,2014-12-03,Permitted,2 YEARS - 5 YEARS,54,No,Private,4,0,3,1,5,0.8,1.4,718,Average,695,Average,1,0.8,1.4,40.7638431,-73.9224461
DC2838 / DC12377,ALL CHILDREN'S CHILDCARE (PRESCHOOL) / ALL CHILDREN'S CHILDCARE (INFANT/TODDLER),"ALL CHILDREN CHILDCARE CENTER OF QUEENS, INC. / ALL CHILDREN CHILDCARE CENTER OF QUEENS, INC.",35-01 24 STREET,QUEENS,11106,718-707-0501 / 718-707-0501,6855 / 6856,2015-05-26 / 2015-05-27,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,82 / 19,No / No,Private / Private,4 / 4,0 / 0,4 / 4,0 / 0,4 / 5,1.0 / 0.8,2.0 / 1.6,929 / 724,Average / Average,892 / 763,Average / Average,3,0.9,1.7333333333333334,40.759907,-73.93275899999999
DC2226,"ALL MY CHILDREN CARE INC, NURSERY","ALL MY CHILDREN DAY CARE INC, NURSERY",169-07 JEWEL AVENUE,QUEENS,11365,718-658-1563,6094,2015-08-26,Permitted,2 YEARS - 5 YEARS,29,No,ACS Contracted Preschools,6,0,6,0,7,0.857143,1.71429,761,Average,797,Average,1,0.857143,1.71429,40.7314886,-73.7999255
DC23264,ALL MY CHILDREN DAY CARE,"ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL, INC.",110-15 164 PLACE,QUEENS,11433,718-526-5911,25917,2014-10-22,Permitted,2 YEARS - 5 YEARS,105,No,ACS Contracted Preschools,13,0,6,7,9,1.44444,2.11111,1156,Average,982,Average,1,1.44444,2.11111,40.6936021,-73.7869668
DC24654,ALL MY CHILDREN DAY CARE,"ALL MY CHILDREN DAY CARE & NURSERY SCHOOL, INC.",117-16 SUTPHIN BLVD.,QUEENS,11434,718-322-2030,25997,2014-10-23,Permitted,2 YEARS - 5 YEARS,99,No,ACS Contracted Preschools,4,0,4,0,7,0.571429,1.14286,546,Top 30%,588,Top 30%,1,0.571429,1.14286,40.679887,-73.792371
DC3120 / DC12381,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL / ALL MY CHILDREN DAY CARE,"ALL MY CHILDREN DAY CARE & NURSERY SCHOOL / ALL MY CHILDREN DAY CARE,INC",175-44 MAYFIELD ROAD,QUEENS,11432,718-658-1563 / 718-658-1563,6190 / 6598,2014-05-17 / 2014-12-01,Expired-InRenewal / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,60 / 25,No / No,Private / Private,7 / 2,2 / 1,4 / 1,1 / 0,6 / 7,1.16667 / 0.285714,2.5 / 0.714286,962 / 360,Average / Top 30%,1113 / 458,Average / Top 30%,3,0.7261920000000001,1.309524,40.7167764,-73.7896155
DC24553,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,420 LEFFERTS AVENUE,BROOKLYN,11225,718-756-2020,25377,2014-10-17,Permitted,2 YEARS - 5 YEARS,198,No,ACS Contracted Preschools,12,3,5,4,4,3.0,5.75,1865,Bottom 30%,1890,Bottom 15%,1,3.0,5.75,40.6622569,-73.947273
DC24554 / DC24547,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL / ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL / ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,771 CROWN STREET,BROOKLYN,11213,718-756-8300 / 718-756-8300,28679 / 25957,2014-12-06 / 2014-10-23,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,27 / 42,No / No,ACS Contracted Preschools / ACS Contracted Preschools,2 / 13,0 / 2,0 / 9,2 / 2,3 / 7,0.666667 / 1.85714,0.666667 / 3.71429,591 / 1391,Top 30% / Bottom 30%,424 / 1475,Top 30% / Bottom 30%,3,1.2619035,2.698415666666667,40.66552,-73.931956
DC22860,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,"ALL MY CHILDREN DAY CARE & NURSERY, INC.",83-10 188 STREET,QUEENS,11423,718-454-5600,25177,2014-10-16,Permitted,2 YEARS - 5 YEARS,58,No,ACS Contracted Preschools,17,3,12,2,5,3.4,7.0,1948,Bottom 15%,2011,Bottom 15%,1,3.4,7.0,40.724483,-73.779168
DC17905,ALL MY CHILDREN DAY CARE &NURSERY SCHOOL INC.,ALL MY CHILDREN DAY CARE & NURSERY SCHOOL INC.,66-05 108 STREET,QUEENS,11375,718-592-8981,27238,2014-11-14,Permitted,2 YEARS - 5 YEARS,24,No,ACS Contracted Preschools,0,0,0,0,3,0.0,0.0,225,Top 5%,178,Top 5%,1,0.0,0.0,40.7300309,-73.847748
DC24552,ALL MY CHILDREN DAY CARE 11,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,317 ROGERS AVENUE,BROOKLYN,11225,929-234-2320,24878,2014-10-12,Permitted,2 YEARS - 5 YEARS,90,No,ACS Contracted Preschools,65,10,43,12,12,5.41667,10.6667,2137,Bottom 5%,2141,Bottom 5%,1,5.41667,10.6667,40.665663,-73.953357
DC23263,ALL MY CHILDREN DAY CARE AND NURSERY,"ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL, INC.",36-49 11 STREET,QUEENS,11106,718-786-1166,26618,2014-10-26,Permitted,2 YEARS - 5 YEARS,115,No,ACS Contracted Preschools,14,4,8,2,7,2.0,4.28571,1423,Bottom 30%,1626,Bottom 30%,1,2.0,4.28571,40.7598607,-73.9404461
DC24550 / DC24549,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL / ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL / ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,36 FORD STREET,BROOKLYN,11213,718-576-6812 / 718-576-6812,25417 / 24658,2014-10-17 / 2014-10-12,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,48 / 154,No / No,ACS Contracted Preschools / ACS Contracted Preschools,18 / 62,2 / 11,12 / 37,4 / 14,8 / 12,2.25 / 5.16667,4.25 / 10.0833,1604 / 2130,Bottom 30% / Bottom 5%,1620 / 2138,Bottom 30% / Bottom 5%,3,3.708335,8.138866666666667,40.6645043,-73.9294446
DC24551,ALL MY CHILDREN DAY CARE AND NURSEY SCHOOL,ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL,739 EAST NEW YORK AVENUE,BROOKLYN,11203,718-493-1100,27477,2014-11-16,Permitted,2 YEARS - 5 YEARS,60,No,ACS Contracted Preschools,11,1,6,4,4,2.75,4.75,1786,Bottom 30%,1723,Bottom 30%,1,2.75,4.75,40.662579,-73.938023
DC11544,ALL MY CHILDREN DAY CARE NURSERY SCHOOL III,ALL MY CHILDREN DAY CARE NURSERY SCHOOL III,108-22 69 AVENUE,QUEENS,11375,718-544-0007,7425,2015-07-25,Permitted,2 YEARS - 5 YEARS,43,No,Private,2,0,2,0,5,0.4,0.8,464,Top 30%,474,Top 30%,1,0.4,0.8,40.7250456,-73.8445761
DC22230 / DC22115,ALL SEASONS A & C DAY CARE / ALL SEASONS A & C DAY CARE,"ALL SEASONS A & C DAY CARE LLC / ALL SEASONS A & C DAY CARE, LLC",700 ROSEWOOD STREET,BRONX,10467,718-231-7200 / 718-231-7200,24139 / 24119,2014-10-05 / 2014-10-05,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,19 / 24,No / No,Private / Private,0 / 0,0 / 0,0 / 0,0 / 0,3 / 3,0.0 / 0.0,0.0 / 0.0,178 / 203,Top 5% / Top 5%,207 / 208,Top 5% / Top 5%,3,0.0,0.0,40.872992,-73.8664663
DC11867 / DC11674,ALL SEASONS DAY NURSERY INFANT/TODDLER / ALL SEASONS DAY CARE,"ALL SEASONS DAY CARE, LLC / ALL SEASONS DAY CARE LLC",1701 NEREID AVENUE,BRONX,10466,718-324-8300 / 718-324-8300,7458 / 7237,2014-11-06 / 2016-05-05,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,18 / 27,No / No,Private / Private,4 / 0,0 / 0,4 / 0,0 / 0,5 / 5,0.8 / 0.0,1.6 / 0.0,727 / 179,Average / Top 5%,765 / 205,Average / Top 5%,3,0.4,0.5333333333333333,40.89806919999999,-73.852192
DC2583,ALL SOULS SCHOOL,ALL SOULS SCHOOL,1157 LEXINGTON AVENUE,MANHATTAN,10075,212-861-5232,2014,2015-04-26,Permitted,2 YEARS - 5 YEARS,110,No,Private,9,2,4,3,3,3.0,5.66667,1858,Bottom 30%,1872,Bottom 15%,1,3.0,5.66667,40.7754151,-73.9582739
DC26028,ALL STARS DAY CARE,ALL STARS DAYCARE GROUP INC.,4111 AVENUE J,BROOKLYN,11210,917-933-4747,56497,2016-02-03,Permitted,2 YEARS - 5 YEARS,28,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.627881,-73.93607399999999
DC923,ALPHA CHRISTIAN DAYCARE INC.,ALPHA CHRISTIAN DAYCARE INC.,921 EAST 107 STREET,BROOKLYN,11236,718-272-0505,7178,2015-12-21,Permitted,2 YEARS - 5 YEARS,26,No,Private,42,8,17,17,8,5.25,9.375,2134,Bottom 5%,2123,Bottom 5%,1,5.25,9.375,40.6477647,-73.8925035
DC14204,ALPHA FUNDEMENTAL PRESCHOOL. INC.,ALPHA FUNDAMENTAL # 2,218-28 HEMPSTEAD AVENUE,QUEENS,11429,718-740-1010,7541,2015-12-21,Permitted,2 YEARS - 5 YEARS,20,No,Private,1,0,1,0,5,0.2,0.4,263,Top 15%,320,Top 15%,1,0.2,0.4,40.713451,-73.737144
DC2452,"ALPHA KAPPA ALPHA SORORITY DAY CARE CENTER, INC.","ALPHA KAPPA ALPHA SORORITY DAY CARE CENTER, INC.",144-06 ROCKAWAY BOULEVARD,QUEENS,11436,718-322-6242,5005,2015-12-21,Permitted,2 YEARS - 5 YEARS,95,No,ACS Contracted Preschools,5,1,3,1,7,0.714286,1.42857,637,Top 30%,704,Average,1,0.714286,1.42857,40.673456,-73.79446899999999
DC2601,ALPHAFUNDAMENTAL PRESCHOOL.INC.,ALPHA-FUNDAMENTAL PRE-SCHOOL INC,218-30 HEMPSTEAD AVENUE,QUEENS,11429,718-740-1010,6119,2015-09-21,Permitted,2 YEARS - 5 YEARS,30,No,Private,2,0,2,0,9,0.222222,0.444444,311,Top 15%,346,Top 30%,1,0.222222,0.444444,40.713427,-73.73707800000001
DC22981 / DC22980,"ALWAYZ 123 EARLY LEARNING CENTER, INC. / ALWAYZ 123 EARLY LEARNING CENTER, INC.","ALWAYZ 1.2.3. EARLY LEARNING CENTER, INC. (I/T) / ALWAYZ 1.2.3. EARLY LEARNING CENTER, INC. (P.S.)",80 BAY STREET,STATEN ISLAND,10301,718-815-4701 / 718-815-4701,49177 / 49197,2015-07-26 / 2015-07-31,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,12 / 20,No / No,Private / Private,15 / 36,0 / 5,7 / 19,8 / 12,5 / 7,3.0 / 5.14286,4.4 / 9.28571,1869 / 2129,Bottom 30% / Bottom 5%,1650 / 2121,Bottom 30% / Bottom 5%,3,4.071429999999999,7.657140000000001,40.639984,-74.07589399999999
DC20584,AMAC,"ASSOCIATION FOR METROAREA AUTISTIC CHILDREN, INC.",25 WEST 17TH STREET,MANHATTAN,10011,212-645-5005,19617,2014-07-30,Permitted,0 YEARS - 2 YEARS,10,No,Private,1,0,0,1,3,0.333333,0.333333,414,Top 30%,285,Top 15%,1,0.333333,0.333333,40.7386488,-73.99361379999999
DC109,AMALGAMATED NURSERY SCHOOL,AMALGAMATED NURSERY SCHOOL,3980 ORLOFF AVENUE,BRONX,10463,718-543-8688,7169,2015-11-09,Permitted,2 YEARS - 5 YEARS,56,No,Private,3,0,2,1,5,0.6,1.0,573,Top 30%,555,Top 30%,1,0.6,1.0,40.884029,-73.892021
DC19490,AMAZING CHILDREN EARLY LEARNING CENTER,DIWANTIE SEEMANGAL,758 EAST 222 STREET,BRONX,10467,347-899-8576,15998,2014-05-07,Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private,17,4,10,3,7,2.42857,5.0,1673,Bottom 30%,1752,Bottom 30%,1,2.42857,5.0,40.884835,-73.8597939
DC18411,AMAZING MAGIC BEANS,AMAZING CHILD CARE INC.,43-12 46TH ST.,QUEENS,11104,718-786-8091,7933,2014-09-07,Permitted,2 YEARS - 5 YEARS,50,No,Private,12,3,4,5,5,2.4,4.4,1652,Bottom 30%,1652,Bottom 30%,1,2.4,4.4,40.744418,-73.918716
DC23050,AMBASSADOR CHRISTIAN DAY CARE ACADEMY,LEONIA GIPSON,993 CLARKSON AVENUE,BROOKLYN,11212,718-809-0233,32579,2015-02-14,Permitted,2 YEARS - 5 YEARS,21,No,Private,10,7,3,0,6,1.66667,4.5,1293,Average,1676,Bottom 30%,1,1.66667,4.5,40.658148,-73.925117
DC822 / DC12242,AMERICAN-EUROPEAN CHILD CARE DAY CARE CENTER / AMERICAN EUROPEAN CHILD CARE,"EUROPEAN CHILD CARE DAY CARE CENTER, INC. / EUROPEAN CHILD CARE DAY CARE CENTER, INC.",2150 BENSON AVENUE,BROOKLYN,11214,718-265-4477 / 718-265-4477,5938 / 6191,2014-10-23 / 2015-08-15,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,21 / 10,No / No,Private / Private,32 / 15,7 / 4,15 / 5,10 / 6,7 / 6,4.57143 / 2.5,8.71429 / 4.66667,2099 / 1682,Bottom 5% / Bottom 30%,2103 / 1707,Bottom 5% / Bottom 30%,3,3.535715,6.015876666666666,40.60045,-73.99625999999999
DC18823,AMY'S ACADEMY,AMY'S KIDDIE DAY CARE CENTER LLC,102 FENIMORE STREET,BROOKLYN,11225,718-462-3200,7955,2014-11-26,Permitted,2 YEARS - 5 YEARS,36,No,Private,35,8,18,9,6,5.83333,11.5,2148,Bottom 5%,2151,Bottom 5%,1,5.83333,11.5,40.657911,-73.95877
DC31821,ANGEL DAYCARE CENTER,"ANGEL EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",1436 67TH STREET,BROOKLYN,11219,718-259-0888,69057,2016-07-07,Permitted,2 YEARS - 5 YEARS,51,No,Private,0,0,0,0,0,,,,No Data,,No Data,1,1.3333299999999999,2.3333300000000001,40.622715,-73.999775
DC10465,ANGEL STAR DAY CARE CENTER,"ANGEL STAR DAY CARE CENTER, INC.",6803 20 AVENUE,BROOKLYN,11204,718-331-7282,7501,2015-01-01,Permitted,2 YEARS - 5 YEARS,19,No,Private,17,4,7,6,7,2.42857,4.57143,1679,Bottom 30%,1684,Bottom 30%,1,2.42857,4.57143,40.61452300000001,-73.98755899999999
DC19771,ANGELS IN THE GARDENS CHILD CARE CORP,ANGELS IN THE GARDENS CHILD CARE CORP,72-32 GREENWAY SOUTH,QUEENS,11375,718-997-0990,8288,2015-04-18,Permitted,2 YEARS - 5 YEARS,25,No,Private,4,0,3,1,5,0.8,1.4,721,Average,694,Average,1,0.8,1.4,40.7125323,-73.8412101
DC24572,ANNA LEFKOWITZ DAY CARE CENTER,"PHILIP MICHAELS CHILD CARE CENTER, INC.",690 WESTCHESTER AVENUE,BRONX,10455,718-292-8682,23437,2014-09-28,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,10,2,5,3,4,2.5,4.75,1716,Bottom 30%,1722,Bottom 30%,1,2.5,4.75,40.8168975,-73.90703669999999
DC2585,ANTIOCH  ACADEMY,ANTIOCH BAPTIST CHURCH,515 WEST 125 STREET,MANHATTAN,10027,212-222-2324,5247,2014-09-30,Permitted,2 YEARS - 5 YEARS,30,No,Private,12,4,6,2,5,2.4,5.2,1654,Bottom 30%,1796,Bottom 30%,1,2.4,5.2,40.81417,-73.95652199999999
DC14676,APPLE TREE DAY CARE,"APPLE TREE DAYCARE AC, INC.",440 EAST 48TH STREET,BROOKLYN,11203,718-287-7488,44957,2015-06-25,Permitted,2 YEARS - 5 YEARS,55,No,Private,18,6,2,10,4,4.5,8.0,2097,Bottom 5%,2086,Bottom 5%,1,4.5,8.0,40.650991,-73.932547
DC20395 / DC19803,APPLE TREE TODDLER CENTER / APPLE TREE DAY CARE CENTER,APPLETREE TODDLER CENTER INC. / APPLETREE DAY CARE CENTER INC,73-20 BELL BLVD.,QUEENS,11364,718-264-1588 / 718-264-1588,8238 / 8241,2015-02-08 / 2015-02-28,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 69,No / No,Private / Private,2 / 3,1 / 1,1 / 2,0 / 0,6 / 6,0.333333 / 0.5,0.833333 / 1.16667,400 / 531,Top 30% / Top 30%,501 / 592,Top 30% / Top 30%,3,0.4166665,1.0555576666666668,40.7405366,-73.7582311
DC16721,ARCADIA CHILDREN'S  DAYCARE,SHARBANI ROY INC.,2195 GRAND CONCOURSE,BRONX,10453,718-561-8062,7703,2015-01-05,Permitted,2 YEARS - 5 YEARS,62,Yes,Private,11,2,2,7,3,3.66667,5.66667,1998,Bottom 15%,1880,Bottom 15%,1,3.66667,5.66667,40.855905,-73.901431
DC22142 / DC22141,ARISTA PREPARATORY NURSERY & ACADEMY  (I/T) / ARISTA PREPARATORY  NURSERY & ACADEMY (P.S.),"ARISTA PREPARATORY, INC. / ARISTA PREPARATORY, INC.",275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290 / 718-493-9290,10018 / 10017,2015-12-15 / 2015-12-15,Permitted / Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,15 / 75,No / No,Private / Private,13 / 31,1 / 0,5 / 14,7 / 17,8 / 9,1.625 / 3.44444,2.5 / 5.0,1274 / 1954,Average / Bottom 15%,1143 / 1769,Average / Bottom 30%,3,2.53472,4.166666666666667,40.6703375,-73.9420883
DC14793 / DC2110,ASSOCIATED BETH RIVKAH SCHOOLS HEAD START / ASSOCIATED BETH RIVKAH SCHOOLS,"ASSOCIATED BETH RIVKAH SCHOOL FOR GIRLS / ASSOCIATED BETH RIVKAH SCHOOLS, INC.",470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770 / 718-735-0770,7957 / 7382,2014-12-02 / 2015-03-20,Permitted / Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,32 / 228,No / No,Head Start (Direct Fed. Funding) / ACS Head Start,10 / 2,2 / 0,5 / 2,3 / 0,6 / 6,1.66667 / 0.333333,3.16667 / 0.666667,1287 / 410,Average / Top 30%,1330 / 432,Bottom 30% / Top 30%,3,1.0000015,1.5000013333333333,40.6625267,-73.94600779999999
DC2046,ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F. HICKEY CENTER,ASTOR SERVICES FOR CHILDREN AND FAMILIES,4010 DYRE AVENUE,BRONX,10466,718-515-3000,5927,2015-07-18,Permitted,2 YEARS - 5 YEARS,40,No,Private,3,0,0,3,4,0.75,0.75,680,Top 30%,469,Top 30%,1,0.75,0.75,40.890957,-73.83062199999999
DC1344,ASTORIA BLUE FEATHER HEAD START,NYSARC INC. NYC CHAPTER,27-07 8 STREET,QUEENS,11102,718-721-3960,5221,2016-06-18,Permitted,2 YEARS - 5 YEARS,83,Yes,Private,5,0,2,3,6,0.833333,1.16667,742,Average,591,Top 30%,1,0.833333,1.16667,40.7737019,-73.9317118
DC21046 / DC19204,ATLANTIC AVENUE EARLY LEARNING CENTER / ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE / BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980 / 347-296-4980,8170 / 8169,2016-05-28 / 2016-05-28,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,47 / 16,Yes / Yes,Head Start (Direct Fed. Funding) / Head Start (Direct Fed. Funding),7 / 10,0 / 1,5 / 5,2 / 4,6 / 7,1.16667 / 1.42857,2.0 / 2.42857,973 / 1154,Average / Average,951 / 1105,Average / Average,3,1.29762,2.2857133333333333,40.6772498,-73.9255123
DC1130,ATONEMENT PRE-SCHOOL,THE EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT,87-07 31 AVENUE,QUEENS,11369,718-639-6074,6977,2016-04-05,Permitted,2 YEARS - 5 YEARS,40,No,Private,9,0,8,1,5,1.8,3.4,1369,Bottom 30%,1390,Bottom 30%,1,1.8,3.4,40.75998,-73.88094699999999
DC17011,AUDITORY/ORAL SCHOOL OF NY/ STRIVRIGHT,"THE AUDITORY/ORAL LEARNING CENTER, INC.",3321 AVENUE M,BROOKLYN,11210,718-531-1800,8357,2015-08-04,Permitted,2 YEARS - 5 YEARS,193,No,Private,6,0,4,2,5,1.2,2.0,987,Average,926,Average,1,1.2,2.0,40.620228,-73.94205099999999
DC24691,AUDREY JOHNSON LEARNING CENTER,"LABOR & INDUSTRY FOR EDUCATION, INC.",272 MOFFAT STREET,BROOKLYN,11207,718-574-0130,27578,2014-11-20,Permitted,2 YEARS - 5 YEARS,158,No,ACS Contracted Preschools,8,1,4,3,5,1.6,2.8,1247,Average,1230,Average,1,1.6,2.8,40.689659,-73.90400799999999
DC24766,"AVA'S LITTLE ACHIEVERS, INC.","AVA'S LITTLE ACHIEVERS, INC.",1743 LINDEN BLVD.,BROOKLYN,11207,347-318-3623,33340,2015-02-26,Permitted,2 YEARS - 5 YEARS,25,No,Private,12,2,5,5,3,4.0,7.0,2050,Bottom 15%,2008,Bottom 15%,1,4.0,7.0,40.657838,-73.898196
DC2040,"AVALON ACADEMY, PARK SLOPE (INFANT/TODDLER)","AVALON CHILDCARE, PARK SLOPE, INC.",204 15 STREET,BROOKLYN,11215,718-768-4300,7151,2015-03-14,Permitted,0 YEARS - 2 YEARS,34,No,Private,11,3,4,4,6,1.83333,3.5,1378,Bottom 30%,1423,Bottom 30%,1,1.83333,3.5,40.66558879999999,-73.98990909999999
DC17018,"AVALON CHILD CARE OF RED HOOK, INC.","AVALON CHILD CARE OF RED HOOK, INC.",48 SULLIVAN STREET,BROOKLYN,11231,718-855-4655,7989,2013-02-28,Expired-InRenewal,0 YEARS - 2 YEARS,47,No,Private,4,1,2,1,3,1.33333,2.66667,1060,Average,1172,Average,1,1.33333,2.66667,40.6771068,-74.0109148
DC18803 / DC10769,"AVALON FIFTH AVENUE TODDLER PROGRAM,INC. / AVALON CHILDCARE, FIFTH AVENUE","AVALON FIFTH AVENUE TODDLER PROGRAM,INC. / AVALON CHILDCARE, FIFTH AVENUE, INC.",552 5 AVENUE,BROOKLYN,11215,718-768-4300 / 718-768-4300,7898 / 7618,2014-06-30 / 2014-06-30,Expired-InRenewal / Expired-InRenewal,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,29 / 29,No / No,Private / Private,18 / 29,3 / 8,9 / 12,6 / 9,6 / 8,3.0 / 3.625,5.5 / 7.125,1860 / 1987,Bottom 30% / Bottom 15%,1849 / 2022,Bottom 15% / Bottom 15%,3,3.3125,6.583333333333333,40.6655886,-73.9896036
DC24702 / DC25195,NEW YORK UNITED DAY CARE / AWESOME BUNNIES CHILDCARE CENTER,"NEW YORK UNITED DAY CARE, INC. / NEW YORK UNITED DAY CARE,INC.",349 KEAP STREET,BROOKLYN,11211,718-302-4400 / 718-302-4400,29318 / 42519,2014-12-14 / 2015-06-05,Permitted / Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,45 / 10,No / No,Private / Private,4 / 5,1 / 2,3 / 3,0 / 0,6 / 4,0.666667 / 1.25,1.5 / 3.0,601 / 1020,Top 30% / Average,713 / 1255,Average / Average,3,0.9583335,2.5,40.709245,-73.9548669
DC23234,B ' ABOVE EARLY LEARNING CENTER,"B'ABOVE WORLDWIDE INSTITUTE, INC.",1810 DAVIDSON AVENUE,BRONX,10453,718-466-7509,23517,2014-09-28,Permitted,2 YEARS - 5 YEARS,127,Yes,ACS Contracted Preschools,4,1,1,2,2,2.0,3.5,1485,Bottom 30%,1411,Bottom 30%,1,2.0,3.5,40.8496495,-73.9118834
DC24700,B'ABOVE WORKWIDE INSTITUTE /NEW HYDE PARK,"B'ABOVE WORLDWIDE INSTITUTE, INC.",771-779 EAST 49TH STREET,BROOKLYN,11203,718-451-1126,27737,2014-11-21,Permitted,2 YEARS - 5 YEARS,176,Yes,ACS Contracted Preschools,28,6,12,10,9,3.11111,5.77778,1887,Bottom 15%,1894,Bottom 15%,1,3.11111,5.77778,40.642527,-73.930122
DC18950,B'ABOVE WORLD WIDE HEAD START,B'ABOVE WORLD WIDE INSTITUTE,60-05 WOODHAVEN BLVD,QUEENS,11373,718-805-2252,7963,2014-10-28,Permitted,2 YEARS - 5 YEARS,138,Yes,ACS Head Start,18,2,12,4,4,4.5,8.5,2095,Bottom 5%,2097,Bottom 5%,1,4.5,8.5,40.731192,-73.87097299999999
DC22198,B'ABOVE WORLDWIDE INSTITUTE / KRULA,B'ABOVE WORLD WIDE INSTITUTE INC.,799 KENT  AVENUE,BROOKLYN,11205,347-943-6353,29317,2014-12-14,Permitted,2 YEARS - 5 YEARS,98,Yes,ACS Contracted Preschools,14,3,7,4,3,4.66667,9.0,2106,Bottom 5%,2110,Bottom 5%,1,4.66667,9.0,40.69692500000001,-73.95940499999999
DC19171,BABY GENIUS DAY CARE CENTER,"BABY GENIUS DAY CARE CENTER,INC.",2082 UTICA AVENUE,BROOKLYN,11234,347-312-5277,8008,2015-03-20,Permitted,2 YEARS - 5 YEARS,40,No,Private,39,8,24,7,7,5.57143,11.2857,2140,Bottom 5%,2147,Bottom 5%,1,5.57143,11.2857,40.6209766,-73.9271278
DC22490,BABY STEPS,"BABY STEPS DAY CARE, INC.",99-06 METROPOLITAN AVENUE,QUEENS,11375,718-451-6094,20517,2014-08-08,Permitted,2 YEARS - 5 YEARS,26,No,Private,0,0,0,0,4,0.0,0.0,48,Top 5%,201,Top 5%,1,0.0,0.0,40.7108511,-73.8534225
DC22324,BAIS FRIEDA CHILD CARE,BAIS FRIEDA CHILD CARE CENTER INC.,1326 EAST 10TH STREET,BROOKLYN,11230,845-596-2271,28638,2014-12-05,Permitted,2 YEARS - 5 YEARS,54,No,Private,8,0,6,2,5,1.6,2.8,1254,Average,1222,Average,1,1.6,2.8,40.616743,-73.96496599999999
