Site ID,Visit Date,Visit Type,Summary
DC2111,01/20/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2111,12/09/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2111,10/28/2011,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2111,09/16/2011,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC1980,10/30/2013,PUBLIC HEALTH SANITATION INSPECTION,Fire extinguishers observed not to be inspected or maintained at time of inspection.
DC1980,05/31/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1980,11/15/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC1980,05/17/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC1980,12/07/2011,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC2655,09/10/2013,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection it was observed in the child care service that a bathroom/closet or other enclosed space has a locking mechanism solely operable from inside the space.
DC2655,10/02/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC2655,02/15/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC2655,02/06/2012,PUBLIC HEALTH SANITATION INSPECTION,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC2655,01/18/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,05/05/2014,PUBLIC HEALTH SANITATION INSPECTION,At time of inspection child care service facility observed not maintained or in disrepair. Dry sweeping observed in areas occupied by children.
DC1523,04/08/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,03/31/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,03/31/2014,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,10/02/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,03/05/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,01/16/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,09/14/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC1523,04/05/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC1523,09/29/2011,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC15139,05/06/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,There were no new violations observed at the time of this inspection/visit.
DC15139,01/14/2014,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC15139,08/28/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC15139,08/13/2013,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC15139,12/12/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC15139,12/10/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
DC15139,06/25/2012,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC15139,04/17/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC15139,09/28/2011,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC17883,06/10/2014,PUBLIC HEALTH SANITATION INSPECTION,There were no new violations observed at the time of this inspection/visit.
DC17883,03/07/2014,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,No Cause for Action - There were no violations found at the time of this inspection.
DC17883,12/26/2013,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - Violations Complied With - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection.  At the time of the inspection all public health hazards and critical violations were corrected and there were fewer than six general violations remaining.  No compliance inspection is needed."
DC17883,02/28/2013,PUBLIC HEALTH SANITATION INSPECTION,No Cause for Action - There were no violations found at the time of this inspection.
DC17883,12/26/2012,EARLY CHILDHOOD EDUCATION CONSULTANT VISIT,Violation of Rules and Regulations Per Schedule -  Five or fewer general violations; no re-inspection required.
DC17883,04/20/2012,PUBLIC HEALTH SANITATION INSPECTION,"Violation of Rules and Regulations - At least one public health hazard, critical or more than five general violations were observed at the time of  the inspection; compliance inspection is required."
