Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type
DC14676,APPLE TREE DAY CARE,"APPLE TREE DAYCARE AC, INC.",440 EAST 48TH STREET,BROOKLYN,11203,718-287-7488,44957,06/25/2015,Permitted,2 YEARS - 5 YEARS,55,No,Private
DC19803,APPLE TREE DAY CARE CENTER,APPLETREE DAY CARE CENTER INC,73-20 BELL BLVD.,QUEENS,11364,718-264-1588,8241,02/28/2015,Permitted,2 YEARS - 5 YEARS,69,No,Private
DC20395,APPLE TREE TODDLER CENTER,APPLETREE TODDLER CENTER INC.,73-20 BELL BLVD.,QUEENS,11364,718-264-1588,8238,02/08/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC16721,ARCADIA CHILDREN'S  DAYCARE,SHARBANI ROY INC.,2195 GRAND CONCOURSE,BRONX,10453,718-561-8062,7703,01/05/2015,Permitted,2 YEARS - 5 YEARS,62,Yes,Private
DC22141,ARISTA PREPARATORY  NURSERY & ACADEMY (P.S.),"ARISTA PREPARATORY, INC.",275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290,10017,12/15/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC22142,ARISTA PREPARATORY NURSERY & ACADEMY  (I/T),"ARISTA PREPARATORY, INC.",275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290,10018,12/15/2015,Permitted,0 YEARS - 2 YEARS,15,No,Private
DC2110,ASSOCIATED BETH RIVKAH SCHOOLS,"ASSOCIATED BETH RIVKAH SCHOOLS, INC.",470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770,7382,03/20/2015,Permitted,2 YEARS - 5 YEARS,228,No,ACS Head Start
DC14793,ASSOCIATED BETH RIVKAH SCHOOLS HEAD START,ASSOCIATED BETH RIVKAH SCHOOL FOR GIRLS,470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770,7957,12/02/2014,Permitted,2 YEARS - 5 YEARS,32,No,Head Start (Direct Fed. Funding)
DC2046,ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F. HICKEY CENTER,ASTOR SERVICES FOR CHILDREN AND FAMILIES,4010 DYRE AVENUE,BRONX,10466,718-515-3000,5927,07/18/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC1344,ASTORIA BLUE FEATHER HEAD START,NYSARC INC. NYC CHAPTER,27-07 8 STREET,QUEENS,11102,718-721-3960,5221,06/18/2016,Permitted,2 YEARS - 5 YEARS,83,Yes,Private
DC19204,ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980,8169,05/28/2016,Permitted,0 YEARS - 2 YEARS,16,Yes,Head Start (Direct Fed. Funding)
DC21046,ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980,8170,05/28/2016,Permitted,2 YEARS - 5 YEARS,47,Yes,Head Start (Direct Fed. Funding)
DC1130,ATONEMENT PRE-SCHOOL,THE EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT,87-07 31 AVENUE,QUEENS,11369,718-639-6074,6977,04/05/2016,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC17011,AUDITORY/ORAL SCHOOL OF NY/ STRIVRIGHT,"THE AUDITORY/ORAL LEARNING CENTER, INC.",3321 AVENUE M,BROOKLYN,11210,718-531-1800,8357,08/04/2015,Permitted,2 YEARS - 5 YEARS,193,No,Private
DC24691,AUDREY JOHNSON LEARNING CENTER,"LABOR & INDUSTRY FOR EDUCATION, INC.",272 MOFFAT STREET,BROOKLYN,11207,718-574-0130,27578,11/20/2014,Permitted,2 YEARS - 5 YEARS,158,No,ACS Contracted Preschools
DC2871,AUGUSTANA EVANGELICAL LUTHERAN CHURCH,AUGUSTANA LUTHERAN PRE-SCHOOL,69-05 DITMARS BOULEVARD,QUEENS,11370,718-626-5957,6511,10/21/2013,Expired-InRenewal,2 YEARS - 5 YEARS,20,No,Private
DC24766,"AVA'S LITTLE ACHIEVERS, INC.","AVA'S LITTLE ACHIEVERS, INC.",1743 LINDEN BLVD.,BROOKLYN,11207,347-318-3623,33340,02/26/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC2040,"AVALON ACADEMY, PARK SLOPE (INFANT/TODDLER)","AVALON CHILDCARE, PARK SLOPE, INC.",204 15 STREET,BROOKLYN,11215,718-768-4300,7151,03/14/2015,Permitted,0 YEARS - 2 YEARS,34,No,Private
DC17018,"AVALON CHILD CARE OF RED HOOK, INC.","AVALON CHILD CARE OF RED HOOK, INC.",48 SULLIVAN STREET,BROOKLYN,11231,718-855-4655,7989,02/28/2013,Expired-InRenewal,0 YEARS - 2 YEARS,47,No,Private
DC10769,"AVALON CHILDCARE, FIFTH AVENUE","AVALON CHILDCARE, FIFTH AVENUE, INC.",552 5 AVENUE,BROOKLYN,11215,718-768-4300,7618,06/30/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC18803,"AVALON FIFTH AVENUE TODDLER PROGRAM,INC.","AVALON FIFTH AVENUE TODDLER PROGRAM,INC.",552 5 AVENUE,BROOKLYN,11215,718-768-4300,7898,06/30/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC25195,AWESOME BUNNIES CHILDCARE CENTER,"NEW YORK UNITED DAY CARE,INC.",349 KEAP STREET,BROOKLYN,11211,718-302-4400,42519,06/05/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC23234,B ' ABOVE EARLY LEARNING CENTER,"B'ABOVE WORLDWIDE INSTITUTE, INC.",1810 DAVIDSON AVENUE,BRONX,10453,718-466-7509,23517,09/28/2014,Permitted,2 YEARS - 5 YEARS,127,Yes,ACS Contracted Preschools
DC24700,B'ABOVE WORKWIDE INSTITUTE /NEW HYDE PARK,"B'ABOVE WORLDWIDE INSTITUTE, INC.",771-779 EAST 49TH STREET,BROOKLYN,11203,718-451-1126,27737,11/21/2014,Permitted,2 YEARS - 5 YEARS,176,Yes,ACS Contracted Preschools
DC18950,B'ABOVE WORLD WIDE HEAD START,B'ABOVE WORLD WIDE INSTITUTE,60-05 WOODHAVEN BLVD,QUEENS,11373,718-805-2252,7963,10/28/2014,Permitted,2 YEARS - 5 YEARS,138,Yes,ACS Head Start
DC22198,B'ABOVE WORLDWIDE INSTITUTE / KRULA,B'ABOVE WORLD WIDE INSTITUTE INC.,799 KENT  AVENUE,BROOKLYN,11205,347-943-6353,29317,12/14/2014,Permitted,2 YEARS - 5 YEARS,98,Yes,ACS Contracted Preschools
DC19171,BABY GENIUS DAY CARE CENTER,"BABY GENIUS DAY CARE CENTER,INC.",2082 UTICA AVENUE,BROOKLYN,11234,347-312-5277,8008,03/20/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC22490,BABY STEPS,"BABY STEPS DAY CARE, INC.",99-06 METROPOLITAN AVENUE,QUEENS,11375,718-451-6094,20517,08/08/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private
DC22324,BAIS FRIEDA CHILD CARE,BAIS FRIEDA CHILD CARE CENTER INC.,1326 EAST 10TH STREET,BROOKLYN,11230,845-596-2271,28638,12/05/2014,Permitted,2 YEARS - 5 YEARS,54,No,Private
DC20809,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,1169 43RD STREET,BROOKLYN,11219,718-435-5111,8262,01/24/2015,Permitted,0 YEARS - 2 YEARS,16,No,Head Start (Direct Fed. Funding)
DC25392,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,1169 43RD STREET,BROOKLYN,11219,718-435-5111,40417,05/16/2015,Permitted,2 YEARS - 5 YEARS,32,No,Head Start (Direct Fed. Funding)
DC22831,BAM BAM'S PLAYHOUSE,"BAM BAM'S PLAYHOUSE, INC.",714 BANNER AVENUE,BROOKLYN,11235,718-332-3974,23217,09/26/2014,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC21577,BAM BAM'S PLAYHOUSE INFANT/TODDLER,"BAM BAM'S PLAYHOUSE,INC.",714 BANNER AVENUE,BROOKLYN,11235,718-332-3974,8320,06/10/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private
DC21649,BAMBI CHILD CARE (INFANTS/ YOUNG TODDLERS),BAMBI CHILD CARE 2 INC.,1218 PROSPECT AVENUE,BROOKLYN,11218,718-499-3299,13878,01/24/2016,Permitted,0 YEARS - 2 YEARS,8,No,Private
DC21648,BAMBI CHILD CARE (PRESCHOOL),BAMBI CHILD CARE 2 INC.,1218 PROSPECT AVENUE,BROOKLYN,11218,718-499-2299,13877,01/24/2016,Permitted,2 YEARS - 5 YEARS,20,No,Private
DC14146,BAMBI DAY CARE CENTER INC.,BAMBI DAY CARE CENTER INC,138 HANCOCK STREET,BROOKLYN,11216,718-230-3487,7600,12/12/2015,Permitted,2 YEARS - 5 YEARS,35,No,Private
DC1795,"BAMBI DAY CARE, INC.","BAMBI DAY CARE, INC.",300 ROGERS AVENUE,BROOKLYN,11225,718-771-1603,4879,01/17/2016,Permitted,2 YEARS - 5 YEARS,75,No,Private
DC2207,BANK STREET COLLEGE FAMILY CENTER,BANK STREET COLLEGE FAMILY CENTER,610 WEST 112 STREET,MANHATTAN,10025,212-875-4414,5728,10/31/2014,Permitted,2 YEARS - 5 YEARS,31,Yes,Private
DC10953,BANK STREET FAMILY CENTER,BANK STREET COLLEGE OF EDUCATION,610 WEST 112 STREET,MANHATTAN,10025,212-875-4412,5798,06/30/2015,Permitted,0 YEARS - 2 YEARS,20,Yes,Private
DC2150,BANK STREET HEAD START,BANK STREET COLLEGE OF EDUCATION,113 EAST 13 STREET,MANHATTAN,10003,212-353-2532,7401,02/17/2015,Permitted,2 YEARS - 5 YEARS,79,Yes,Head Start (Direct Fed. Funding)
DC2163,BARNARD COLLEGE CENTER FOR TODDLER  DEVELOPMENT,BARNARD COLLEGE,3009 BROADWAY,MANHATTAN,10027,212-854-8271,5797,12/03/2015,Permitted,0 YEARS - 2 YEARS,13,No,Private
DC15167,"BARNEY DAY CARE CENTER, INC.","BARNEY DAY CARE CENTER, INC.",472 NETHERLAND AVENUE,STATEN ISLAND,10303,718-477-5262,7847,11/20/2015,Permitted,2 YEARS - 5 YEARS,23,No,Private
DC12261,BARROW STREET NURSERY SCHOOL AT THE GREENWICH HOUSE INC.,BARROW STREET NURSERY SCHOOL @ GREENWICH HOUSE,27 BARROW STREET,MANHATTAN,10014,212-633-1203,4963,10/26/2014,Permitted,2 YEARS - 5 YEARS,76,Yes,Private
DC2685,BARUCH COLLEGE EARLY LEARNING CENTER,BARUCH COLLEGE EARLY LEARNING CENTER,104 EAST 19 STREET,MANHATTAN,10003,212-387-1420,5325,11/13/2015,Permitted,2 YEARS - 5 YEARS,30,Yes,Private
DC14176,BASIC TRUST,"MILLER DAY CARE CENTER,INC.",225 WEST 99 STREET,MANHATTAN,10025,212-222-6602,6420,06/18/2015,Permitted,2 YEARS - 5 YEARS,18,No,Private
DC2208,BASIC TRUST,"MILLER DAY CARE CENTER, INC.",225 WEST 99 STREET,MANHATTAN,10025,212-222-6602,6409,09/14/2015,Permitted,0 YEARS - 2 YEARS,20,No,Private
DC2219,BATTERY PARK CITY DAY NURSERY,"BATTERY PARK CITY DAY NURSERY,INC.",215 SOUTH END AVENUE,MANHATTAN,10280,212-945-0088,5249,06/04/2014,Expired-InRenewal,2 YEARS - 5 YEARS,72,No,Private
DC14373,BATTERY PARK CITY DAY NURSERY,"BATTERY PARK CITY DAY NURSERY, INC.",215 SOUTH END AVENUE,MANHATTAN,10280,212-945-0088,5233,07/03/2015,Permitted,0 YEARS - 2 YEARS,32,No,Private
DC25250,BATTERY PARK MONTESSORI,"GREEN IVY HOLDINGS, LLC",21 SOUTH END AVENUE,MANHATTAN,10280,212-913-9704,56257,01/24/2016,Permitted,2 YEARS - 5 YEARS,56,Yes,Private
DC956,BAY RIDGE AVE. CHILD CARE CENTER (I/T),"BAY RIDGE AVE. CHILD CARE CENTER, INC.",1206 BAY RIDGE AVENUE,BROOKLYN,11219,718-680-3544,6654,03/02/2015,Permitted,0 YEARS - 2 YEARS,7,No,Private
DC12226,BAY RIDGE AVE. CHILD CARE CENTER -P/S,"BAY RIDGE AVE. CHILD CARE CENTER, INC.",1206 BAY RIDGE AVENUE,BROOKLYN,11219,718-680-3544,6655,03/02/2015,Permitted,2 YEARS - 5 YEARS,14,No,Private
DC16737,BAY RIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC.,314  44TH  STREET,BROOKLYN,11220,718-768-5030,7623,07/28/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC628,BAY RIDGE MONTESSORI SCHOOL,ARLENE P. MARKINSON,6301 12 AVENUE,BROOKLYN,11219,718-259-8701,5016,11/12/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC129,BAY RIDGE PLAY PLACE,"DAYCARE AMERICA, INC.",345 91 STREET,BROOKLYN,11209,718-921-3959,5660,07/05/2015,Permitted,2 YEARS - 5 YEARS,45,No,Private
DC10624,BAY RIDGE PLAY PLACE,DAYCARE AMERICA INC.,347 91ST STREET,BROOKLYN,11209,718-921-3959,5658,06/29/2015,Permitted,0 YEARS - 2 YEARS,21,No,Private
DC22424,BAYBEE LOUNGE,BAYBEE LOUNGE DAYCARE CORP.,182 HENDRIX ST,BROOKLYN,11207,718-513-0179,12197,02/07/2016,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC21356,BAYBEE LOUNGE DAYCARE,BAYBEE LOUNGE DAYCARE CORP.,2745 ATLANTIC AVENUE,BROOKLYN,11207,646-541-7744,8398,09/28/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC25788,BAYRIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC.,322 44TH STREET,BROOKLYN,11220,718-768-5030,55139,12/13/2015,Permitted,2 YEARS - 5 YEARS,24,No,Private
DC23100,BCA EARLY CHILDHOOD EDUCATION CENTER # 7,BROOKLYN CHINESE-AMERICAN ASSOCIATION,4202 8TH  AVENUE,BROOKLYN,11232,718-438-0008,55337,12/18/2015,Permitted,2 YEARS - 5 YEARS,132,No,Private
DC20580,BCA EARLY CHILDHOOD EDUCATION CENTER 3,BROOKLYN CHINESE AMERICAN ASSOCIATION,713 43RD STREET,BROOKLYN,11232,718-851-0869,24497,10/10/2014,Permitted,2 YEARS - 5 YEARS,136,No,ACS Contracted Preschools
DC23106,BCA EARLY CHILDHOOD EDUCATION CENTER 5,"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.",871 50TH STREET,BROOKLYN,11220,718-438-0008,41797,05/29/2015,Permitted,2 YEARS - 5 YEARS,102,No,Private
DC25881,BCA EARLY CHILDHOODEDUCATION CENTER 8,"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.",4116  8TH AVENUE,BROOKLYN,11232,718-438-8303,48957,07/26/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC22000,BCM  CHILD CARE-INFANT/TODDLER,BEIS CHAYA MUSHKA,1505 CARROLL STREET,BROOKLYN,11213,718-756-0770,8401,10/11/2015,Permitted,0 YEARS - 2 YEARS,83,No,Private
DC1702,BEACHBROOK NURSERY SCHOOL,BEACHBROOK NURSERY SCHOOL,2953 AVENUE X,BROOKLYN,11235,718-648-7162,1831,01/14/2014,Expired-InRenewal,2 YEARS - 5 YEARS,44,No,Private
DC440,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,410 6 AVENUE,BROOKLYN,11215,718-788-7059,5215,05/23/2016,Permitted,2 YEARS - 5 YEARS,49,No,Private
DC15159,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,421 7TH STREET,BROOKLYN,11215,718-965-8573,7724,06/07/2016,Permitted,2 YEARS - 5 YEARS,55,No,Private
DC2013,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,446 6TH AVENUE,BROOKLYN,11215,718-965-8573,6062,07/08/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private
DC738,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,454-456 6 AVENUE,BROOKLYN,11215,718-369-3479,6170,10/04/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private
DC169,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",133 KINGSBOROUGH  1ST WALK,BROOKLYN,11233,718-453-0828,4348,12/02/2014,Permitted,2 YEARS - 5 YEARS,34,Yes,ACS Head Start
DC176,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",260 JEFFERSON AVENUE.,BROOKLYN,11216,718-453-0722,5051,08/05/2015,Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start
DC174,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",5 QUINCY STREET,BROOKLYN,11238,718-453-0788,5170,12/03/2014,Permitted,2 YEARS - 5 YEARS,213,Yes,Head Start (Direct Fed. Funding)
DC26008,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT, INC.",813 HANCOCK STREET,BROOKLYN,11233,718-455-5565,54541,11/26/2015,Permitted,2 YEARS - 5 YEARS,215,No,Private
DC175,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC",971 DEKALB AVENUE,BROOKLYN,11221,718-453-0681,2210,11/10/2014,Permitted,2 YEARS - 5 YEARS,30,Yes,ACS Head Start
DC170,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",262 LEXINGTON AVENUE,BROOKLYN,11216,718-453-0760,4297,03/25/2015,Permitted,2 YEARS - 5 YEARS,57,No,ACS Head Start
DC173,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",275 MARCUS GARVEY BOULEVARD,BROOKLYN,11221,718-453-0500,4413,07/25/2015,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start
DC25042,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",281 STUYVESANT AVENUE,BROOKLYN,11221,718-455-3686,31017,01/18/2015,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools
DC24792,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",500 MACON STREET,BROOKLYN,11233,718-453-0780,33058,02/21/2015,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools
DC24793,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",990 DEKALB AVENUE,BROOKLYN,11221,718-574-2365,32817,02/19/2015,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools
DC171,BEDFORD STUYVESANT HEAD START,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,INC",214 STUYVESANT AVENUE,BROOKLYN,11221,718-453-0695,5474,04/06/2015,Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start
DC14775,BEDFORD STUYVESSANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,510-522 QUINCY STREET,BROOKLYN,11221,718-455-4806,7491,11/21/2015,Permitted,2 YEARS - 5 YEARS,105,Yes,Head Start (Direct Fed. Funding)
DC20320,BEDROCK PRESCHOOL,BEDROCK AT COBBLE HILL INC.,3220  ARLINGTON AVENUE,BRONX,10463,718-884-0020,8383,08/31/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private
DC19580,BEDROCK PRESCHOOL (P/S),BEDROCK AT COBBLE HILL INC.,3220  ARLINGTON AVENUE,BRONX,10463,718-884-0020,8384,08/31/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private
DC25731,BEGINNING STEPS DAY CARE,"BEGINNING STEPS INFANT DAY CARE, LLC.",21 SNYDER AVENUE,BROOKLYN,11226,718-940-7700,64597,05/19/2016,Permitted,0 YEARS - 2 YEARS,41,No,Private
DC25729,BEGINNING STEPS DAY CARE/ PRESCHOOL,"BEGINNING STEPS INFANT DAY CARE, LLC",21 SNYDER AVENUE,BROOKLYN,11226,718-940-7700,64598,05/19/2016,Permitted,2 YEARS - 5 YEARS,103,No,Private
DC21312,BEGINNING WITH CHILDREN PRE-K,"SHELTERING ARMS DAY CARE SERVICES, INC.",11 BARTLETT STREET,BROOKLYN,11206,718-388-8847,8209,08/26/2014,Permitted,2 YEARS - 5 YEARS,18,No,Private
DC22468,BEGINNINGS NURSERY,BEGINNINGS NURSERY,130  EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9239,11/30/2015,Permitted,0 YEARS - 2 YEARS,11,No,Private
DC22469,BEGINNINGS NURSERY SCHOOL,BEGINNINGS NURSERY SCHOOL,130  EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9240,11/30/2015,Permitted,2 YEARS - 5 YEARS,74,No,Private
DC21556,BEIS SHLOMO ZALMEN DAY CARE CENTER,BEIS SHLOMO ZALMEN,262 DELANCEY STREET,MANHATTAN,10002,212-475-1860,10077,12/16/2015,Permitted,2 YEARS - 5 YEARS,42,Yes,Private
DC14844,BELLEVUE EDUCARE CHILD  CARE CENTER ( P/S ),BELLEVUE DAY CARE INC.,462 FIRST AVENUE,MANHATTAN,10016,212-679-2393,7556,03/16/2016,Permitted,2 YEARS - 5 YEARS,21,No,ACS Contracted Preschools
DC14463,BELLEVUE EDUCARE CHILD CARE CENTER (I/T PROGRAM),"BELLEVUE DAY CARE CENTER, INC.",462 FIRST AVENUE,MANHATTAN,10016,212-679-2393,7557,03/15/2015,Permitted,0 YEARS - 2 YEARS,20,No,ACS Contracted Preschools
DC2413,BELLEVUE SOUTH NURSERY SCHOOL,BELLEVUE SOUTH NURSERY SCHOOL,10 WATERSIDE PLAZA,MANHATTAN,10010,212-684-0134,2412,04/28/2015,Permitted,2 YEARS - 5 YEARS,16,No,Private
DC14301,BELMONT COMMUNITY DAY CARE CENTER INC,BELMONT COMMUNITY DAY CARE CENTER INC.,2340 CAMBRELENG AVENUE,BRONX,10458,718-584-1576,4042,07/20/2015,Permitted,2 YEARS - 5 YEARS,134,No,ACS Contracted Preschools
DC19576,BERRY PATCH DAYCARE,BERRY PATCH DAYCARE CORPORATION,358 OVINGTON AVENUE,BROOKLYN,11209,718-836-8342,8225,11/30/2014,Permitted,2 YEARS - 5 YEARS,18,No,Private
DC14427,BESSIE & NORA'S PLACE,BESSIE & NORA'S PLACE,90-05  161 STREET,QUEENS,11432,718-739-0884,7485,10/31/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private
DC24618,BETANCES EARLY CHILDHOOD DEVELOPMENT CENTER,EPISCOPAL SOCIAL SERVICES,528 EAST 146TH STREET,BRONX,10455,718-665-1100,24098,10/05/2014,Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools
DC11731,"BETH GAVRIEL DAY CARE CENTER, INC.","BETH GAVRIEL DCC, INC.",119-03 80 ROAD,QUEENS,11415,718-544-2539,7609,07/12/2014,Permitted,2 YEARS - 5 YEARS,66,No,Private
DC269,BETH JACOB DAY CARE CENTER,"BETH JACOB DAY CARE CENTER,INC.",1363 46TH STREET,BROOKLYN,11219,718-435-5755,4735,02/02/2014,Expired-InRenewal,2 YEARS - 5 YEARS,302,No,ACS Contracted Preschools
DC1359,BETH JACOB JEWISH ED. CTR,"BETH JACOB JEWISH ED CTR,INC",102-35 63 ROAD,QUEENS,11375,718-896-4444,7218,03/22/2016,Permitted,2 YEARS - 5 YEARS,113,No,Private
DC14281,BETHEL MISSION LOVING DCC,"BETHEL MISSION STATION CHURCH,INC.BETHEL MISSION STATION CHURCH,INC.",338 BEACH 56 STREET,QUEENS,11692,718-474-8618,6151,07/15/2015,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools
DC3128,BETTER COMMUNITY LIFE DAY CARE # 2,"THE LEAGUE FOR BETTER COMMUNITY LIFE, INC.",133-16 ROOSEVELT AVENUE,QUEENS,11354,718-463-0403,5292,09/20/2014,Permitted,2 YEARS - 5 YEARS,59,No,ACS Contracted Preschools
DC22449,BEYOND BASIC LEARNING ON THE GREEN,"BBLI AT WASHINGTON AVENUE, LLC",163 WASHINGTON AVENUE,BROOKLYN,11205,718-622-1000,54717,12/03/2015,Permitted,0 YEARS - 2 YEARS,27,No,Private
DC678,BFFY-MADELINE JONES HEAD START,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES,3415 NEPTUNE AVENUE,BROOKLYN,11224,718-266-5962,4360,06/28/2014,Permitted,2 YEARS - 5 YEARS,80,No,ACS Head Start
DC21100,"BIG APPLE DAY CARE, INC. (INFANT/TODDLER)","BIG APPLE DAY CARE,INC.",2020 AVENUE X,BROOKLYN,11235,718-332-2296,8206,06/01/2014,Expired-InRenewal,0 YEARS - 2 YEARS,8,No,Private
DC21102,"BIG APPLE DAY CARE, INC. (PRESCHOOL)","BIG APPLE DAY CARE,INC.",2020 AVENUE X,BROOKLYN,11235,718-332-2296,8207,06/01/2014,Expired-InRenewal,2 YEARS - 5 YEARS,14,No,Private
DC11123,BIG BIRDS PLAYHOUSE,"BIG BIRDS PLAYHOUSE, CORP",1859 RICHMOND AVENUE,STATEN ISLAND,10314,718-982-0550,6467,03/01/2016,Permitted,2 YEARS - 5 YEARS,27,No,Private
DC14480,BIG BIRDS PLAYHOUSE CORP.,BIG BIRDS PLAYHOUSE CORP.,1859 RICHMOND AVENUE,STATEN ISLAND,10314,718-982-0550,6575,05/11/2016,Permitted,2 YEARS - 5 YEARS,82,No,Private
DC913,BIG BIRDS TINY TOTS,BIG BIRDS PLAYHOUSE CORP.,1859 RICHMOND AVENUE,STATEN ISLAND,10314,718-982-0550,6840,09/14/2015,Permitted,0 YEARS - 2 YEARS,18,No,Private
DC22976,BIG BIRDS TODDLER TIME,"1869 RICHMOND AVENUE HOLDINGS, LLC",1869 RICHMOND AVENUE,STATEN ISLAND,10314,917-686-5337,25337,10/16/2014,Permitted,2 YEARS - 5 YEARS,28,No,Private
DC19711,BILINGUAL BUDS,BILINGUAL BUDS N Y C INC.,180 RIVERSIDE BLVD,MANHATTAN,10069,212-787-8088,8144,04/26/2016,Permitted,2 YEARS - 5 YEARS,53,No,Private
DC1000,BILLY MARTIN CHILD DEVELOPMENT CENTER,BILLY MARTIN CHILD DEVELOPMENT CENTER,333 CLASSON AVENUE,BROOKLYN,11205,718-857-5630,2165,04/06/2014,Expired-InRenewal,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools
