Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Total Maximum Capacity,Lat,Lon
AMAC,ASSOCIATION FOR METROAREA AUTISTIC CHILDREN INC,25 WEST 17TH STREET,MANHATTAN,10011,212-645-5005,19617,07/30/2014,  Permitted,0 YEARS - 2 YEARS,10,No,Private,10,40.7386488,-73.99361379999999
AMALGAMATED NURSERY SCHOOL,AMALGAMATED NURSERY SCHOOL,3980 ORLOFF AVENUE,BRONX,10463,718-543-8688,7169,11/09/2015,  Permitted,2 YEARS - 5 YEARS,56,No,Private,56,40.884029,-73.892021
AMAZING MAGIC BEANS,AMAZING CHILD CARE INC,43-12 46TH ST,QUEENS,11104,718-786-8091,7933,09/07/2014,  Permitted,2 YEARS - 5 YEARS,50,No,Private,50,40.744418,-73.918716
AMBASSADOR CHRISTIAN DAY CARE ACADEMY,LEONIA GIPSON,993 CLARKSON AVENUE,BROOKLYN,11212,718-809-0233,32579,02/14/2015,  Permitted,2 YEARS - 5 YEARS,21,No,Private,21,40.658148,-73.925117
AMERICAN-EUROPEAN CHILD CARE DAY CARE CENTER / AMERICAN EUROPEAN CHILD CARE,EUROPEAN CHILD CARE DAY CARE CENTER INC / EUROPEAN CHILD CARE DAY CARE CENTER INC,2150 BENSON AVENUE,BROOKLYN,11214,718-265-4477 / 718-265-4477,5938 / 6191,10/23/2014 / 08/15/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,21 / 10,No / No,Private / Private,31,40.60045,-73.99625999999999
AMYS ACADEMY,AMYS KIDDIE DAY CARE CENTER LLC,102 FENIMORE STREET,BROOKLYN,11225,718-462-3200,7955,11/26/2014,  Permitted,2 YEARS - 5 YEARS,36,No,Private,36,40.657911,-73.95877
ANGEL STAR DAY CARE CENTER,ANGEL STAR DAY CARE CENTER INC,6803 20 AVENUE,BROOKLYN,11204,718-331-7282,7501,01/01/2015,  Permitted,2 YEARS - 5 YEARS,19,No,Private,19,40.61452300000001,-73.98755899999999
ANGELS IN THE GARDENS CHILD CARE CORP,ANGELS IN THE GARDENS CHILD CARE CORP,72-32 GREENWAY SOUTH,QUEENS,11375,718-997-0990,8288,04/18/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.7125323,-73.8412101
ANNA LEFKOWITZ DAY CARE CENTER,PHILIP MICHAELS CHILD CARE CENTER INC,690 WESTCHESTER AVENUE,BRONX,10455,718-292-8682,23437,09/28/2014,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,55,40.8168975,-73.90703669999999
ANTIOCH  ACADEMY,ANTIOCH BAPTIST CHURCH,515 WEST 125 STREET,MANHATTAN,10027,212-222-2324,5247,09/30/2014,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.81417,-73.95652199999999
APPLE TREE DAY CARE,APPLE TREE DAYCARE AC INC,440 EAST 48TH STREET,BROOKLYN,11203,718-287-7488,44957,06/25/2015,  Permitted,2 YEARS - 5 YEARS,55,No,Private,55,40.650991,-73.932547
APPLE TREE TODDLER CENTER / APPLE TREE DAY CARE CENTER,APPLETREE TODDLER CENTER INC / APPLETREE DAY CARE CENTER INC,73-20 BELL BLVD,QUEENS,11364,718-264-1588 / 718-264-1588,8238 / 8241,02/08/2015 / 02/28/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 69,No / No,Private / Private,79,40.740402,-73.75816619999999
ARCADIA CHILDRENS  DAYCARE,SHARBANI ROY INC,2195 GRAND CONCOURSE,BRONX,10453,718-561-8062,7703,01/05/2015,  Permitted,2 YEARS - 5 YEARS,62,Yes,Private,62,40.855905,-73.901431
ARISTA PREPARATORY NURSERY  ACADEMY  I/T / ARISTA PREPARATORY  NURSERY  ACADEMY PS,ARISTA PREPARATORY INC / ARISTA PREPARATORY INC,275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290 / 718-493-9290,10018 / 10017,12/15/2015 / 12/15/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,15 / 75,No / No,Private / Private,90,40.6703375,-73.9420883
ASPIRING STARS DAY CARE CENTER LLC,ASPIRING STARS DAY CARE CENTER LLC,156 GATES  AVENUE,BROOKLYN,11238,718-399-2339,8162,05/18/2014,  Permitted,2 YEARS - 5 YEARS,15,No,Private,15,40.684758,-73.961195
ASSOCIATED BETH RIVKAH SCHOOLS HEAD START / ASSOCIATED BETH RIVKAH SCHOOLS,ASSOCIATED BETH RIVKAH SCHOOL FOR GIRLS / ASSOCIATED BETH RIVKAH SCHOOLS INC,470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770 / 718-735-0770,7957 / 7382,12/02/2014 / 03/20/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,32 / 228,No / No,Head Start Direct Fed Funding / ACS Head Start,260,40.6626575,-73.94567649999999
ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F HICKEY CENTER,ASTOR SERVICES FOR CHILDREN AND FAMILIES,4010 DYRE AVENUE,BRONX,10466,718-515-3000,5927,07/18/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.890957,-73.83062199999999
ASTORIA BLUE FEATHER HEAD START,NYSARC INC NYC CHAPTER,27-07 8 STREET,QUEENS,11102,718-721-3960,5221,06/18/2014,  Permitted,2 YEARS - 5 YEARS,83,Yes,Private,83,40.7737019,-73.9317118
ATLANTIC AVENUE EARLY LEARNING CENTER / ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE / BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980 / 347-296-4980,8170 / 8169,05/28/2014 / 05/28/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,47 / 16,No / No,Head Start Direct Fed Funding / Head Start Direct Fed Funding,63,40.6772498,-73.9255123
ATONEMENT PRE-SCHOOL,THE EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT,87-07 31 AVENUE,QUEENS,11369,718-639-6074,6977,04/05/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.75998,-73.88094699999999
AUDITORY/ORAL SCHOOL OF NY/ STRIVRIGHT,THE AUDITORY/ORAL LEARNING CENTER INC,3321 AVENUE M,BROOKLYN,11210,718-531-1800,8357,08/04/2015,  Permitted,2 YEARS - 5 YEARS,193,No,Private,193,40.620228,-73.94205099999999
AUDREY JOHNSON LEARNING CENTER,LABOR  INDUSTRY FOR EDUCATION INC,272 MOFFAT STREET,BROOKLYN,11207,718-574-0130,27578,11/20/2014,  Permitted,2 YEARS - 5 YEARS,115,No,ACS Contracted Preschools,115,40.689659,-73.90400799999999
AUGUSTANA EVANGELICAL LUTHERAN CHURCH,AUGUSTANA LUTHERAN PRE-SCHOOL,69-05 DITMARS BOULEVARD,QUEENS,11370,718-626-5957,6511,10/21/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,20,No,Private,20,40.768368,-73.899148
AVAS LITTLE ACHIEVERS INC,AVAS LITTLE ACHIEVERS INC,1743 LINDEN BLVD,BROOKLYN,11207,347-318-3623,33340,02/26/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.657838,-73.898196
AVALON ACADEMY PARK SLOPE INFANT/TODDLER,AVALON CHILDCARE PARK SLOPE INC,204 15 STREET,BROOKLYN,11215,718-768-4300,7151,03/14/2015,  Permitted,0 YEARS - 2 YEARS,34,No,Private,34,40.665581,-73.98989399999999
AVALON CHILD CARE OF RED HOOK INC,AVALON CHILD CARE OF RED HOOK INC,48 SULLIVAN STREET,BROOKLYN,11231,718-855-4655,7989,02/28/2013,  Expired-InRenewal,0 YEARS - 2 YEARS,47,No,Private,47,40.6769559,-74.01079960000001
AVALON FIFTH AVENUE TODDLER PROGRAMINC / AVALON CHILDCARE FIFTH AVENUE,AVALON FIFTH AVENUE TODDLER PROGRAMINC / AVALON CHILDCARE FIFTH AVENUE INC,552 5 AVENUE,BROOKLYN,11215,718-768-4300 / 718-768-4300,7898 / 7618,06/30/2014 / 06/30/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS,29 / 29,No / No,Private / Private,58,40.6655609,-73.98965
AVENUE B CHRISTIAN ACADEMY,AVENUE B CHRISTIAN CENTER INC,9214 AVENUE B,BROOKLYN,11236,718-498-9464,5993,01/21/2015,  Permitted,2 YEARS - 5 YEARS,23,No,Private,23,40.650556,-73.91419499999999
NEW YORK UNITED DAY CARE / AWESOME BUNNIES CHILDCARE CENTER,NEW YORK UNITED DAY CARE INC / NEW YORK UNITED DAY CAREINC,349 KEAP STREET,BROOKLYN,11211,718-302-4400 / 718-302-4400,29318 / 42519,12/14/2014 / 06/05/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,45 / 10,No / No,Private / Private,55,40.709245,-73.9548669
B  ABOVE EARLY LEARNING CENTER,BABOVE WORLDWIDE INSTITUTE INC,1810 DAVIDSON AVENUE,BRONX,10453,718-466-7509,23517,09/28/2014,  Permitted,2 YEARS - 5 YEARS,127,Yes,ACS Contracted Preschools,127,40.8496495,-73.9118834
BABOVE WORKWIDE INSTITUTE /NEW HYDE PARK,BABOVE WORLDWIDE INSTITUTE INC,771-779 EAST 49TH STREET,BROOKLYN,11203,718-451-1126,27737,11/21/2014,  Permitted,2 YEARS - 5 YEARS,176,Yes,ACS Contracted Preschools,176,40.642527,-73.930122
BABOVE WORLD WIDE HEAD START,BABOVE WORLD WIDE INSTITUTE,60-05 WOODHAVEN BLVD,QUEENS,11373,718-805-2252,7963,10/28/2014,  Permitted,2 YEARS - 5 YEARS,138,No,ACS Head Start,138,40.731192,-73.87097299999999
BABOVE WORLDWIDE INSTITUTE / KRULA,BABOVE WORLD WIDE INSTITUTE INC,799 KENT  AVENUE,BROOKLYN,11205,347-943-6353,29317,12/14/2014,  Permitted,2 YEARS - 5 YEARS,98,Yes,ACS Contracted Preschools,98,40.69692500000001,-73.95940499999999
BABY GENIUS DAY CARE CENTER,BABY GENIUS DAY CARE CENTERINC,2082 UTICA AVENUE,BROOKLYN,11234,347-312-5277,8008,03/20/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.6209826,-73.9271285
BABY STEPS,BABY STEPS DAY CARE INC,99-06 METROPOLITAN AVENUE,QUEENS,11375,718-451-6094,20517,08/08/2014,  Permitted,2 YEARS - 5 YEARS,26,No,Private,26,40.7108511,-73.8534225
BAIS FRIEDA CHILD CARE,BAIS FRIEDA CHILD CARE CENTER INC,1326 EAST 10TH STREET,BROOKLYN,11230,845-596-2271,28638,12/05/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,54,40.616743,-73.96496599999999
SHIRA HEAD START BAIS YAAKOV ADAS YEREIM / BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM / BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,SHIRA ASSOCIATION INC / BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM / BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,1169 43RD STREET,BROOKLYN,11219,718-435-7700 / 718-435-5111 / 718-435-5111,8120 / 40417 / 8262,01/13/2016 / 05/16/2015 / 01/24/2015,  Permitted /   Permitted /   Permitted,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,57 / 32 / 16,No / No / No,Head Start Direct Fed Funding / Head Start Direct Fed Funding / Head Start Direct Fed Funding,105,40.640278,-73.991322
BAM BAMS PLAYHOUSE INFANT/TODDLER / BAM BAMS PLAYHOUSE,BAM BAMS PLAYHOUSEINC / BAM BAMS PLAYHOUSE INC,714 BANNER AVENUE,BROOKLYN,11235,718-332-3974 / 718-332-3974,8320 / 23217,06/10/2015 / 09/26/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,10 / 25,No / No,Private / Private,35,40.583141,-73.960797
ONE WORLD PROJECT / BAMBI CHILD CARE PRESCHOOL / BAMBI CHILD CARE INFANTS/ YOUNG TODDLERS,JOANNE DERWIN / BAMBI CHILD CARE 2 INC / BAMBI CHILD CARE 2 INC,1218 PROSPECT AVENUE,BROOKLYN,11218,718-407-6377 / 718-499-2299 / 718-499-3299,51658 / 13877 / 13878,09/06/2015 / 03/22/2014 / 03/22/2014,  Permitted /   Expired-InRenewal /   Expired-InRenewal,2 YEARS - 5 YEARS / 2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,46 / 20 / 8,No / No / No,Private / Private / Private,74,40.653263,-73.9762004
BAMBI DAY CARE CENTER INC,BAMBI DAY CARE CENTER INC,138 HANCOCK STREET,BROOKLYN,11216,718-230-3487,7600,12/12/2015,  Permitted,2 YEARS - 5 YEARS,35,No,Private,35,40.6822572,-73.9503261
BAMBI DAY CARE INC,BAMBI DAY CARE INC,300 ROGERS AVENUE,BROOKLYN,11225,718-771-1603,4879,01/17/2016,  Permitted,2 YEARS - 5 YEARS,75,No,Private,75,40.66607700000001,-73.953869
BANK STREET FAMILY CENTER / BANK STREET COLLEGE FAMILY CENTER,BANK STREET COLLEGE OF EDUCATION / BANK STREET COLLEGE FAMILY CENTER,610 WEST 112 STREET,MANHATTAN,10025,212-875-4412 / 212-875-4414,5798 / 5728,06/30/2015 / 10/31/2014,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,20 / 31,Yes / Yes,Private / Private,51,40.8056084,-73.966681
BANK STREET HEAD START,BANK STREET COLLEGE OF EDUCATION,113 EAST 13 STREET,MANHATTAN,10003,212-353-2532,7401,02/17/2015,  Permitted,2 YEARS - 5 YEARS,79,Yes,Head Start Direct Fed Funding,79,40.7333939,-73.988958
BARNARD COLLEGE CENTER FOR TODDLER  DEVELOPMENT,BARNARD COLLEGE,3009 BROADWAY,MANHATTAN,10027,212-854-8271,5797,12/03/2015,  Permitted,0 YEARS - 2 YEARS,13,No,Private,13,40.8093296,-73.9636611
BARNEY DAY CARE CENTER INC,BARNEY DAY CARE CENTER INC,472 NETHERLAND AVENUE,STATEN ISLAND,10303,718-477-5262,7847,11/20/2015,  Permitted,2 YEARS - 5 YEARS,23,No,Private,23,40.628798,-74.16517499999999
BARROW STREET NURSERY SCHOOL AT THE GREENWICH HOUSE INC,BARROW STREET NURSERY SCHOOL  GREENWICH HOUSE,27 BARROW STREET,MANHATTAN,10014,212-633-1203,4963,10/26/2014,  Permitted,2 YEARS - 5 YEARS,76,Yes,Private,76,40.732377,-74.00315239999999
BARUCH COLLEGE EARLY LEARNING CENTER,BARUCH COLLEGE EARLY LEARNING CENTER,104 EAST 19 STREET,MANHATTAN,10003,212-387-1420,5325,11/13/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,30,Yes,Private,30,40.7372121,-73.9875773
BASIC TRUST / BASIC TRUST,MILLER DAY CARE CENTER INC / MILLER DAY CARE CENTERINC,225 WEST 99 STREET,MANHATTAN,10025,212-222-6602 / 212-222-6602,6409 / 6420,09/14/2015 / 06/18/2015,  Permitted /   Permitted,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,20 / 18,No / No,Private / Private,38,40.7962577,-73.96914650000001
BATTERY PARK CITY DAY NURSERY / BATTERY PARK CITY DAY NURSERY,BATTERY PARK CITY DAY NURSERYINC / BATTERY PARK CITY DAY NURSERY INC,215 SOUTH END AVENUE,MANHATTAN,10280,212-945-0088 / 212-945-0088,5249 / 5233,06/04/2014 / 07/03/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,72 / 32,No / No,Private / Private,104,40.7095444,-74.01690909999999
BATTERY PARK MONTESSORI,GREEN IVY HOLDINGS LLC,21 SOUTH END AVENUE,MANHATTAN,10280,212-913-9704,56257,01/24/2016,  Permitted,2 YEARS - 5 YEARS,56,Yes,Private,56,40.7081658,-74.0178918
BAY RIDGE AVE CHILD CARE CENTER -P/S / BAY RIDGE AVE CHILD CARE CENTER I/T,BAY RIDGE AVE CHILD CARE CENTER INC / BAY RIDGE AVE CHILD CARE CENTER INC,1206 BAY RIDGE AVENUE,BROOKLYN,11219,718-680-3544 / 718-680-3544,6655 / 6654,03/02/2015 / 03/02/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,14 / 7,No / No,Private / Private,21,40.624726,-74.005963
BAY RIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,314  44TH  STREET,BROOKLYN,11220,718-768-5030,7623,07/28/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,40,40.650666,-74.010943
BAY RIDGE MONTESSORI SCHOOL,ARLENE P MARKINSON,6301 12 AVENUE,BROOKLYN,11219,718-259-8701,5016,11/12/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.6279388,-74.00246109999999
BAY RIDGE PLAY PLACE,DAYCARE AMERICA INC,345 91 STREET,BROOKLYN,11209,718-921-3959,5660,07/05/2015,  Permitted,2 YEARS - 5 YEARS,45,No,Private,45,40.619909,-74.03093799999999
BAY RIDGE PLAY PLACE - INFANT/TODDLER,DAYCARE AMERICA INC,347 91ST STREET,BROOKLYN,11209,718-921-3959,5658,06/29/2015,  Permitted,0 YEARS - 2 YEARS,21,No,Private,21,40.6198539,-74.030827
BAYBEE LOUNGE,BAYBEE LOUNGE DAYCARE CORP,182 HENDRIX ST,BROOKLYN,11207,718-513-0179,12197,02/07/2016,  Permitted,0 YEARS - 2 YEARS,18,No,Private,18,40.6778181,-73.89070269999999
BAYBEE LOUNGE DAYCARE,BAYBEE LOUNGE DAYCARE CORP,2745 ATLANTIC AVENUE,BROOKLYN,11207,646-541-7744,8398,09/28/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.676449,-73.893002
BAYRIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,322 44TH STREET,BROOKLYN,11220,718-768-5030,55139,12/13/2015,  Permitted,2 YEARS - 5 YEARS,24,No,Private,24,40.65072809999999,-74.01059699999999
BCA EARLY CHILDHOOD EDUCATION CENTER  7,BROOKLYN CHINESE-AMERICAN ASSOCIATION,4202 8TH  AVENUE,BROOKLYN,11232,718-438-0008,55337,12/18/2015,  Permitted,2 YEARS - 5 YEARS,132,No,Private,132,40.6456639,-73.999466
BCA EARLY CHILDHOOD EDUCATION CENTER 3,BROOKLYN CHINESE AMERICAN ASSOCIATION,713 43RD STREET,BROOKLYN,11232,718-851-0869,24497,10/10/2014,  Permitted,2 YEARS - 5 YEARS,136,No,ACS Contracted Preschools,136,40.646262,-74.0012239
BCA EARLY CHILDHOOD EDUCATION CENTER 5,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,871 50TH STREET,BROOKLYN,11220,718-438-0008,41797,05/29/2015,  Permitted,2 YEARS - 5 YEARS,102,No,Private,102,40.640187,-74.001711
BCA EARLY CHILDHOODEDUCATION CENTER 8,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,4116  8TH AVENUE,BROOKLYN,11232,718-438-0008,48957,07/26/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.645986,-73.99902999999999
BCM  DAY CARE-INFANT/TODDLER,BEIS CHAYA MUSHKA,1505 CARROLL STREET,BROOKLYN,11213,718-756-0770,8401,10/11/2015,  Permitted,0 YEARS - 2 YEARS,83,No,Private,83,40.6664572,-73.937253
BEACHBROOK NURSERY SCHOOL,BEACHBROOK NURSERY SCHOOL,2953 AVENUE X,BROOKLYN,11235,718-648-7162,1831,01/14/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,44,No,Private,44,40.5939529,-73.9394897
BEANSPROUTS,BEANSPROUTS INC OF BROOKLYN,446 6TH AVENUE,BROOKLYN,11215,718-965-8573,6062,07/08/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,25,40.667689,-73.984572
BEANSPROUTS,BEANSPROUTS INC OF BROOKLYN,454-456 6 AVENUE,BROOKLYN,11215,718-369-3479,6170,10/04/2014,  Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.6673212,-73.98482210000002
BEANSPROUTS,BEANSPROUTS INC OF BROOKLYN,506 6TH AVENUE,BROOKLYN,11215,718-965-8573,7158,09/29/2015,  Permitted,2 YEARS - 5 YEARS,29,No,Private,29,40.66583,-73.986092
BEANSPROUTS OF BROOKYNINC,BEANSPROUTS INC OF BROOKLYN,410 6 AVENUE,BROOKLYN,11215,718-788-7059,5215,05/23/2014,  Permitted,2 YEARS - 5 YEARS,49,No,Private,49,40.66887819999999,-73.9835464
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,133 KINGSBOROUGH  1ST WALK,BROOKLYN,11233,718-453-0828,4348,12/02/2014,  Permitted,2 YEARS - 5 YEARS,34,Yes,ACS Head Start,34,40.6755016,-73.927178
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,260 JEFFERSON AVENUE,BROOKLYN,11216,718-453-0722,5051,08/05/2015,  Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start,37,40.68335,-73.947169
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,5 QUINCY STREET,BROOKLYN,11238,718-453-0788,5170,12/03/2014,  Permitted,2 YEARS - 5 YEARS,213,Yes,Head Start Direct Fed Funding,213,40.68597219999999,-73.9610701
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT INC,813 HANCOCK STREET,BROOKLYN,11233,718-455-5565,54541,11/26/2015,  Permitted,2 YEARS - 5 YEARS,215,No,Private,215,40.685878,-73.922772
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,971 DEKALB AVENUE,BROOKLYN,11221,718-453-0681,2210,11/10/2014,  Permitted,2 YEARS - 5 YEARS,30,Yes,ACS Head Start,30,40.6930168,-73.9372077
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,262 LEXINGTON AVENUE,BROOKLYN,11216,718-453-0760,4297,03/25/2015,  Permitted,2 YEARS - 5 YEARS,57,No,ACS Head Start,57,40.6876117,-73.9514226
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,275 MARCUS GARVEY BOULEVARD,BROOKLYN,11221,718-453-0500,4413,07/25/2015,  Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,60,40.6881308,-73.9390439
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,281 STUYVESANT AVENUE,BROOKLYN,11221,718-455-3686,31017,01/18/2015,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,35,40.684858,-73.932135
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,500 MACON STREET,BROOKLYN,11233,718-453-0780,33058,02/21/2015,  Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,20,40.6830545,-73.9304417
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,990 DEKALB AVENUE,BROOKLYN,11221,718-574-2365,32817,02/19/2015,  Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,20,40.6930803,-73.93519739999999
BEDFORD STUYVESANT HEAD START,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTERINC,214 STUYVESANT AVENUE,BROOKLYN,11221,718-453-0695,5474,04/06/2015,  Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start,37,40.6878867,-73.9330518
BEDFORD STUYVESSANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,510-522 QUINCY STREET,BROOKLYN,11221,718-455-4806,7491,11/21/2015,  Permitted,2 YEARS - 5 YEARS,105,Yes,Head Start Direct Fed Funding,105,40.687769,-73.94024399999999
BEDROCK PRESCHOOL P/S / BEDROCK PRESCHOOL,BEDROCK AT COBBLE HILL INC / BEDROCK AT COBBLE HILL INC,3220  ARLINGTON AVENUE,BRONX,10463,718-884-0020 / 718-884-0020,8384 / 8383,08/31/2015 / 08/31/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,40 / 28,No / No,Private / Private,68,40.884696,-73.911901
BEGINNING WITH CHILDREN PRE-K,SHELTERING ARMS DAY CARE SERVICES INC,11 BARTLETT STREET,BROOKLYN,11206,718-388-8847,8209,08/26/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.700268,-73.94825589999999
BEGINNINGS NURSERY SCHOOL / BEGINNINGS NURSERY,BEGINNINGS NURSERY SCHOOL / BEGINNINGS NURSERY,130  EAST 16TH STREET,MANHATTAN,10003,212-228-5679 / 212-228-5679,9240 / 9239,11/30/2015 / 11/30/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS / 0 YEARS - 2 YEARS,74 / 11,No / No,Private / Private,85,40.734861,-73.987392
BEIS SHLOMO ZALMEN DAY CARE CENTER,BEIS SHLOMO ZALMEN,262 DELANCEY STREET,MANHATTAN,10002,212-475-1860,10077,12/16/2015,  Permitted,2 YEARS - 5 YEARS,42,Yes,Private,42,40.716772,-73.98062
BELLEVUE EDUCARE CHILD CARE CENTER I/T PROGRAM / BELLEVUE EDUCARE CHILD  CARE CENTER  P/S ,BELLEVUE DAY CARE CENTER INC / BELLEVUE DAY CARE INC,462 FIRST AVENUE,MANHATTAN,10016,212-679-2393 / 212-679-2393,7557 / 7556,03/15/2015 / 03/16/2014,  Permitted /   Expired-InRenewal,0 YEARS - 2 YEARS / 2 YEARS - 5 YEARS,20 / 21,No / No,ACS Contracted Preschools / ACS Contracted Preschools,41,40.7393097,-73.97567389999999
BELLEVUE SOUTH NURSERY SCHOOL,BELLEVUE SOUTH NURSERY SCHOOL,10 WATERSIDE PLAZA,MANHATTAN,10010,212-684-0134,2412,04/28/2015,  Permitted,2 YEARS - 5 YEARS,16,No,Private,16,40.7368672,-73.9740576
BELMONT COMMUNITY DAY CARE CENTER INC,BELMONT COMMUNITY DAY CARE CENTER INC,2340 CAMBRELENG AVENUE,BRONX,10458,718-584-1576,4042,07/20/2015,  Permitted,2 YEARS - 5 YEARS,134,No,ACS Contracted Preschools,134,40.853651,-73.885177
BERRY PATCH DAYCARE,BERRY PATCH DAYCARE CORPORATION,358 OVINGTON AVENUE,BROOKLYN,11209,718-836-8342,8225,11/30/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,18,40.633913,-74.02494899999999
BESSIE  NORAS PLACE,BESSIE  NORAS PLACE,90-05  161 STREET,QUEENS,11432,718-739-0884,7485,10/31/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,30,40.705378,-73.79903999999999
