Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lon,Lat
APPLE TREE DAY CARE CENTER / APPLE TREE TODDLER CENTER,APPLETREE DAY CARE CENTER INC / APPLETREE TODDLER CENTER INC,73-20 BELL BLVD,QUEENS,11364,718-264-1588,8241 / 8238,2/28/2015 / 2/8/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,79,No,Private,-73.758225,40.739919
ARCADIA CHILDRENS  DAYCARE,SHARBANI ROY INC,2195 GRAND CONCOURSE,BRONX,10453,718-561-8062,7703,1/5/2015,  Permitted,2 YEARS - 5 YEARS,62,Yes,Private,-73.901389,40.855948
ARISTA PREPARATORY  NURSERY  ACADEMY PS / ARISTA PREPARATORY NURSERY  ACADEMY  I/T,ARISTA PREPARATORY INC,275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290,10017 / 10018,12/15/2015 / 12/15/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,90,No,Private,-73.941849,40.670219
ASPIRING STARS DAY CARE CENTER LLC,ASPIRING STARS DAY CARE CENTER LLC,156 GATES  AVENUE,BROOKLYN,11238,718-399-2339,8162,5/18/2014,  Permitted,2 YEARS - 5 YEARS,15,No,Private,-73.961242,40.684702
ASSOCIATED BETH RIVKAH SCHOOLS / ASSOCIATED BETH RIVKAH SCHOOLS HEAD START,ASSOCIATED BETH RIVKAH SCHOOLS INC / ASSOCIATED BETH RIVKAH SCHOOL FOR GIRLS,470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770,7382 / 7957,3/20/2015 / 12/2/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,260,No,ACS Head Start / Head Start Direct Fed Funding,-73.945925,40.662243
ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F HICKEY CENTER,ASTOR SERVICES FOR CHILDREN AND FAMILIES,4010 DYRE AVENUE,BRONX,10466,718-515-3000,5927,7/18/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.83073,40.890946
ASTORIA BLUE FEATHER HEAD START,NYSARC INC NYC CHAPTER,27-07 8 STREET,QUEENS,11102,718-721-3960,5221,6/18/2014,  Permitted,2 YEARS - 5 YEARS,83,Yes,Private,-73.931815,40.773566
ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980,8169 / 8170,5/28/2014 / 5/28/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,63,No,Head Start Direct Fed Funding,-73.925775,40.677451
ATONEMENT PRE-SCHOOL,THE EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT,87-07 31 AVENUE,QUEENS,11369,718-639-6074,6977,4/5/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.881253,40.76
AUDITORY/ORAL SCHOOL OF NY/ STRIVRIGHT,THE AUDITORY/ORAL LEARNING CENTER INC,3321 AVENUE M,BROOKLYN,11210,718-531-1800,8357,8/4/2015,  Permitted,2 YEARS - 5 YEARS,193,No,Private,-73.942046,40.620241
AUDREY JOHNSON LEARNING CENTER,LABOR  INDUSTRY FOR EDUCATION INC,272 MOFFAT STREET,BROOKLYN,11207,718-574-0130,27578,11/20/2014,  Permitted,2 YEARS - 5 YEARS,115,No,ACS Contracted Preschools,-73.904007,40.689671
AUGUSTANA EVANGELICAL LUTHERAN CHURCH,AUGUSTANA LUTHERAN PRE-SCHOOL,69-05 DITMARS BOULEVARD,QUEENS,11370,718-626-5957,6511,10/21/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,20,No,Private,-73.899163,40.768399
AVAS LITTLE ACHIEVERS INC,AVAS LITTLE ACHIEVERS INC,1743 LINDEN BLVD,BROOKLYN,11207,347-318-3623,33340,2/26/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.898194,40.657847
AVALON ACADEMY PARK SLOPE INFANT/TODDLER,AVALON CHILDCARE PARK SLOPE INC,204 15 STREET,BROOKLYN,11215,718-768-4300,7151,3/14/2015,  Permitted,0 YEARS - 2 YEARS,34,No,Private,-73.9899,40.665625
AVALON CHILD CARE OF RED HOOK INC,AVALON CHILD CARE OF RED HOOK INC,48 SULLIVAN STREET,BROOKLYN,11231,718-855-4655,7989,2/28/2013,  Expired-InRenewal,0 YEARS - 2 YEARS,47,No,Private,-74.010778,40.677088
AVALON CHILDCARE FIFTH AVENUE / AVALON FIFTH AVENUE TODDLER PROGRAMINC,AVALON CHILDCARE FIFTH AVENUE INC / AVALON FIFTH AVENUE TODDLER PROGRAMINC,552 5 AVENUE,BROOKLYN,11215,718-768-4300,7618 / 7898,6/30/2014 / 6/30/2014,  Permitted /   Permitted,2 YEARS - 5 YEARS,58,No,Private,-73.989671,40.665579
AVENUE B CHRISTIAN ACADEMY,AVENUE B CHRISTIAN CENTER INC,9214 AVENUE B,BROOKLYN,11236,718-498-9464,5993,1/21/2015,  Permitted,2 YEARS - 5 YEARS,23,No,Private,-73.914211,40.65059
AWESOME BUNNIES CHILDCARE CENTER / NEW YORK UNITED DAY CARE,NEW YORK UNITED DAY CAREINC / NEW YORK UNITED DAY CARE INC,349 KEAP STREET,BROOKLYN,11211,718-302-4400,42519 / 29318,6/5/2015 / 12/14/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,55,No,Private,-73.954772,40.709242
B  ABOVE EARLY LEARNING CENTER,BABOVE WORLDWIDE INSTITUTE INC,1810 DAVIDSON AVENUE,BRONX,10453,718-466-7509,23517,9/28/2014,  Permitted,2 YEARS - 5 YEARS,127,Yes,ACS Contracted Preschools,-73.911914,40.849574
BABOVE WORKWIDE INSTITUTE /NEW HYDE PARK,BABOVE WORLDWIDE INSTITUTE INC,771-779 EAST 49TH STREET,BROOKLYN,11203,718-451-1126,27737,11/21/2014,  Permitted,2 YEARS - 5 YEARS,176,Yes,ACS Contracted Preschools,-73.930176,40.642744
BABOVE WORLD WIDE HEAD START,BABOVE WORLD WIDE INSTITUTE,60-05 WOODHAVEN BLVD,QUEENS,11373,718-805-2252,7963,10/28/2014,  Permitted,2 YEARS - 5 YEARS,138,No,ACS Head Start,-73.871232,40.731236
BABOVE WORLDWIDE INSTITUTE / KRULA,BABOVE WORLD WIDE INSTITUTE INC,799 KENT  AVENUE,BROOKLYN,11205,347-943-6353,29317,12/14/2014,  Permitted,2 YEARS - 5 YEARS,98,Yes,ACS Contracted Preschools,-73.959674,40.69696
BABY GENIUS DAY CARE CENTER,BABY GENIUS DAY CARE CENTERINC,2082 UTICA AVENUE,BROOKLYN,11234,347-312-5277,8008,3/20/2015,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-73.927401,40.620923
BABY STEPS,BABY STEPS DAY CARE INC,99-06 METROPOLITAN AVENUE,QUEENS,11375,718-451-6094,20517,8/8/2014,  Permitted,2 YEARS - 5 YEARS,26,No,Private,-73.853482,40.710691
BAIS FRIEDA CHILD CARE,BAIS FRIEDA CHILD CARE CENTER INC,1326 EAST 10TH STREET,BROOKLYN,11230,845-596-2271,28638,12/5/2014,  Permitted,2 YEARS - 5 YEARS,54,No,Private,-73.964919,40.616772
BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM / SHIRA HEAD START BAIS YAAKOV ADAS YEREIM,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM / SHIRA ASSOCIATION INC,1169 43RD STREET,BROOKLYN,11219,718-435-5111 / 718-435-7700,8262 / 40417 / 8120,1/24/2015 / 5/16/2015 / 1/13/2016,  Permitted /   Permitted /   Permitted,0 YEARS - 5 YEARS,105,No,Head Start Direct Fed Funding,-73.991268,40.640279
BAM BAMS PLAYHOUSE / BAM BAMS PLAYHOUSE INFANT/TODDLER,BAM BAMS PLAYHOUSE INC / BAM BAMS PLAYHOUSEINC,714 BANNER AVENUE,BROOKLYN,11235,718-332-3974,23217 / 8320,9/26/2014 / 6/10/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,35,No,Private,-73.96078,40.583184
BAMBI CHILD CARE INFANTS/ YOUNG TODDLERS / BAMBI CHILD CARE PRESCHOOL / ONE WORLD PROJECT,BAMBI CHILD CARE 2 INC / JOANNE DERWIN,1218 PROSPECT AVENUE,BROOKLYN,11218,718-499-3299 / 718-499-2299 / 718-407-6377,13878 / 13877 / 51658,3/22/2014 / 3/22/2014 / 9/6/2015,  Expired-InRenewal /   Expired-InRenewal /   Permitted,0 YEARS - 5 YEARS,74,No,Private,-73.976523,40.653224
BAMBI DAY CARE CENTER INC,BAMBI DAY CARE CENTER INC,138 HANCOCK STREET,BROOKLYN,11216,718-230-3487,7600,12/12/2015,  Permitted,2 YEARS - 5 YEARS,35,No,Private,-73.950341,40.682279
BAMBI DAY CARE INC,BAMBI DAY CARE INC,300 ROGERS AVENUE,BROOKLYN,11225,718-771-1603,4879,1/17/2016,  Permitted,2 YEARS - 5 YEARS,75,No,Private,-73.953897,40.666081
BANK STREET COLLEGE FAMILY CENTER / BANK STREET FAMILY CENTER,BANK STREET COLLEGE FAMILY CENTER / BANK STREET COLLEGE OF EDUCATION,610 WEST 112 STREET,MANHATTAN,10025,212-875-4414 / 212-875-4412,5728 / 5798,10/31/2014 / 6/30/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,51,Yes,Private,-73.966675,40.805563
BANK STREET HEAD START,BANK STREET COLLEGE OF EDUCATION,113 EAST 13 STREET,MANHATTAN,10003,212-353-2532,7401,2/17/2015,  Permitted,2 YEARS - 5 YEARS,79,Yes,Head Start Direct Fed Funding,-73.988976,40.733379
BARNARD COLLEGE CENTER FOR TODDLER  DEVELOPMENT,BARNARD COLLEGE,3009 BROADWAY,MANHATTAN,10027,212-854-8271,5797,12/3/2015,  Permitted,0 YEARS - 2 YEARS,13,No,Private,-73.963942,40.809144
BARNEY DAY CARE CENTER INC,BARNEY DAY CARE CENTER INC,472 NETHERLAND AVENUE,STATEN ISLAND,10303,718-477-5262,7847,11/20/2015,  Permitted,2 YEARS - 5 YEARS,23,No,Private,-74.165178,40.628785
BARROW STREET NURSERY SCHOOL AT THE GREENWICH HOUSE INC,BARROW STREET NURSERY SCHOOL  GREENWICH HOUSE,27 BARROW STREET,MANHATTAN,10014,212-633-1203,4963,10/26/2014,  Permitted,2 YEARS - 5 YEARS,76,Yes,Private,-74.00309,40.732326
BARUCH COLLEGE EARLY LEARNING CENTER,BARUCH COLLEGE EARLY LEARNING CENTER,104 EAST 19 STREET,MANHATTAN,10003,212-387-1420,5325,11/13/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,30,Yes,Private,-73.987896,40.737128
BASIC TRUST,MILLER DAY CARE CENTERINC / MILLER DAY CARE CENTER INC,225 WEST 99 STREET,MANHATTAN,10025,212-222-6602,6420 / 6409,6/18/2015 / 9/14/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,38,No,Private,-73.969289,40.79654
BATTERY PARK CITY DAY NURSERY,BATTERY PARK CITY DAY NURSERY INC / BATTERY PARK CITY DAY NURSERYINC,215 SOUTH END AVENUE,MANHATTAN,10280,212-945-0088,5233 / 5249,7/3/2015 / 6/4/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,104,No,Private,-74.017209,40.709626
BATTERY PARK MONTESSORI,GREEN IVY HOLDINGS LLC,21 SOUTH END AVENUE,MANHATTAN,10280,212-913-9704,56257,1/24/2016,  Permitted,2 YEARS - 5 YEARS,56,Yes,Private,-74.018362,40.708291
BAY RIDGE AVE CHILD CARE CENTER I/T / BAY RIDGE AVE CHILD CARE CENTER -P/S,BAY RIDGE AVE CHILD CARE CENTER INC,1206 BAY RIDGE AVENUE,BROOKLYN,11219,718-680-3544,6654 / 6655,3/2/2015 / 3/2/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,21,No,Private,-74.005971,40.624757
BAY RIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,314  44TH  STREET,BROOKLYN,11220,718-768-5030,7623,7/28/2014,  Permitted,2 YEARS - 5 YEARS,40,No,Private,-74.010959,40.650726
BAY RIDGE MONTESSORI SCHOOL,ARLENE P MARKINSON,6301 12 AVENUE,BROOKLYN,11219,718-259-8701,5016,11/12/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-74.002364,40.627942
BAY RIDGE PLAY PLACE,DAYCARE AMERICA INC,345 91 STREET,BROOKLYN,11209,718-921-3959,5660,7/5/2015,  Permitted,2 YEARS - 5 YEARS,45,No,Private,-74.030983,40.619927
BAY RIDGE PLAY PLACE - INFANT/TODDLER,DAYCARE AMERICA INC,347 91ST STREET,BROOKLYN,11209,718-921-3959,5658,6/29/2015,  Permitted,0 YEARS - 2 YEARS,21,No,Private,-74.030868,40.619872
BAYBEE LOUNGE,BAYBEE LOUNGE DAYCARE CORP,182 HENDRIX ST,BROOKLYN,11207,718-513-0179,12197,2/7/2016,  Permitted,0 YEARS - 2 YEARS,18,No,Private,-73.890991,40.677945
BAYBEE LOUNGE DAYCARE,BAYBEE LOUNGE DAYCARE CORP,2745 ATLANTIC AVENUE,BROOKLYN,11207,646-541-7744,8398,9/28/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.892995,40.676456
BAYRIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC,322 44TH STREET,BROOKLYN,11220,718-768-5030,55139,12/13/2015,  Permitted,2 YEARS - 5 YEARS,24,No,Private,-74.010844,40.650617
BCA EARLY CHILDHOOD EDUCATION CENTER  7,BROOKLYN CHINESE-AMERICAN ASSOCIATION,4202 8TH  AVENUE,BROOKLYN,11232,718-438-0008,55337,12/18/2015,  Permitted,2 YEARS - 5 YEARS,132,No,Private,-73.999336,40.64563
BCA EARLY CHILDHOOD EDUCATION CENTER 3,BROOKLYN CHINESE AMERICAN ASSOCIATION,713 43RD STREET,BROOKLYN,11232,718-851-0869,24497,10/10/2014,  Permitted,2 YEARS - 5 YEARS,136,No,ACS Contracted Preschools,-74.001246,40.646272
BCA EARLY CHILDHOOD EDUCATION CENTER 5,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,871 50TH STREET,BROOKLYN,11220,718-438-0008,41797,5/29/2015,  Permitted,2 YEARS - 5 YEARS,102,No,Private,-74.001763,40.640183
BCA EARLY CHILDHOODEDUCATION CENTER 8,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,4116  8TH AVENUE,BROOKLYN,11232,718-438-0008,48957,7/26/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.999003,40.645972
BCM  DAY CARE-INFANT/TODDLER,BEIS CHAYA MUSHKA,1505 CARROLL STREET,BROOKLYN,11213,718-756-0770,8401,10/11/2015,  Permitted,0 YEARS - 2 YEARS,83,No,Private,-73.937053,40.666667
BEACHBROOK NURSERY SCHOOL,BEACHBROOK NURSERY SCHOOL,2953 AVENUE X,BROOKLYN,11235,718-648-7162,1831,1/14/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,44,No,Private,-73.939294,40.594378
BEANSPROUTS,BEANSPROUTS INC OF BROOKLYN,446 6TH AVENUE,BROOKLYN,11215,718-965-8573,6062,7/8/2015,  Permitted,2 YEARS - 5 YEARS,25,No,Private,-73.984531,40.667675
BEANSPROUTS,BEANSPROUTS INC OF BROOKLYN,454-456 6 AVENUE,BROOKLYN,11215,718-369-3479,6170,10/4/2014,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-73.984815,40.667324
BEANSPROUTS,BEANSPROUTS INC OF BROOKLYN,506 6TH AVENUE,BROOKLYN,11215,718-965-8573,7158,9/29/2015,  Permitted,2 YEARS - 5 YEARS,29,No,Private,-73.986106,40.665831
BEANSPROUTS OF BROOKYNINC,BEANSPROUTS INC OF BROOKLYN,410 6 AVENUE,BROOKLYN,11215,718-788-7059,5215,5/23/2014,  Permitted,2 YEARS - 5 YEARS,49,No,Private,-73.983607,40.668898
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,133 KINGSBOROUGH  1ST WALK,BROOKLYN,11233,718-453-0828,4348,12/2/2014,  Permitted,2 YEARS - 5 YEARS,34,Yes,ACS Head Start,-73.927025,40.675628
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,260 JEFFERSON AVENUE,BROOKLYN,11216,718-453-0722,5051,8/5/2015,  Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start,-73.947187,40.683367
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,5 QUINCY STREET,BROOKLYN,11238,718-453-0788,5170,12/3/2014,  Permitted,2 YEARS - 5 YEARS,213,Yes,Head Start Direct Fed Funding,-73.961102,40.686125
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT INC,813 HANCOCK STREET,BROOKLYN,11233,718-455-5565,54541,11/26/2015,  Permitted,2 YEARS - 5 YEARS,215,No,Private,-73.922852,40.685871
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,971 DEKALB AVENUE,BROOKLYN,11221,718-453-0681,2210,11/10/2014,  Permitted,2 YEARS - 5 YEARS,30,Yes,ACS Head Start,-73.936438,40.693464
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,262 LEXINGTON AVENUE,BROOKLYN,11216,718-453-0760,4297,3/25/2015,  Permitted,2 YEARS - 5 YEARS,57,No,ACS Head Start,-73.951539,40.687249
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,275 MARCUS GARVEY BOULEVARD,BROOKLYN,11221,718-453-0500,4413,7/25/2015,  Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,-73.938716,40.688097
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,281 STUYVESANT AVENUE,BROOKLYN,11221,718-455-3686,31017,1/18/2015,  Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,-73.93216,40.684876
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,500 MACON STREET,BROOKLYN,11233,718-453-0780,33058,2/21/2015,  Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,-73.929959,40.683048
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,990 DEKALB AVENUE,BROOKLYN,11221,718-574-2365,32817,2/19/2015,  Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,-73.934867,40.692923
BEDFORD STUYVESANT HEAD START,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTERINC,214 STUYVESANT AVENUE,BROOKLYN,11221,718-453-0695,5474,4/6/2015,  Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start,-73.933283,40.687809
BEDFORD STUYVESSANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC,510-522 QUINCY STREET,BROOKLYN,11221,718-455-4806,7491,11/21/2015,  Permitted,2 YEARS - 5 YEARS,105,Yes,Head Start Direct Fed Funding,-73.940238,40.687906
BEDROCK PRESCHOOL / BEDROCK PRESCHOOL P/S,BEDROCK AT COBBLE HILL INC,3220  ARLINGTON AVENUE,BRONX,10463,718-884-0020,8383 / 8384,8/31/2015 / 8/31/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,68,No,Private,-73.911968,40.884668
BEGINNING WITH CHILDREN PRE-K,SHELTERING ARMS DAY CARE SERVICES INC,11 BARTLETT STREET,BROOKLYN,11206,718-388-8847,8209,8/26/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-73.948183,40.700264
BEGINNINGS NURSERY / BEGINNINGS NURSERY SCHOOL,BEGINNINGS NURSERY / BEGINNINGS NURSERY SCHOOL,130  EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9239 / 9240,11/30/2015 / 11/30/2015,  Permitted /   Permitted,0 YEARS - 5 YEARS,85,No,Private,-73.987367,40.734904
BEIS SHLOMO ZALMEN DAY CARE CENTER,BEIS SHLOMO ZALMEN,262 DELANCEY STREET,MANHATTAN,10002,212-475-1860,10077,12/16/2015,  Permitted,2 YEARS - 5 YEARS,42,Yes,Private,-73.980622,40.716764
BELLEVUE EDUCARE CHILD  CARE CENTER  P/S  / BELLEVUE EDUCARE CHILD CARE CENTER I/T PROGRAM,BELLEVUE DAY CARE INC / BELLEVUE DAY CARE CENTER INC,462 FIRST AVENUE,MANHATTAN,10016,212-679-2393,7556 / 7557,3/16/2014 / 3/15/2015,  Expired-InRenewal /   Permitted,0 YEARS - 5 YEARS,41,No,ACS Contracted Preschools,-73.976108,40.739642
BELLEVUE SOUTH NURSERY SCHOOL,BELLEVUE SOUTH NURSERY SCHOOL,10 WATERSIDE PLAZA,MANHATTAN,10010,212-684-0134,2412,4/28/2015,  Permitted,2 YEARS - 5 YEARS,16,No,Private,-73.97398,40.736845
BELMONT COMMUNITY DAY CARE CENTER INC,BELMONT COMMUNITY DAY CARE CENTER INC,2340 CAMBRELENG AVENUE,BRONX,10458,718-584-1576,4042,7/20/2015,  Permitted,2 YEARS - 5 YEARS,134,No,ACS Contracted Preschools,-73.885149,40.853628
BERRY PATCH DAYCARE,BERRY PATCH DAYCARE CORPORATION,358 OVINGTON AVENUE,BROOKLYN,11209,718-836-8342,8225,11/30/2014,  Permitted,2 YEARS - 5 YEARS,18,No,Private,-74.024944,40.633969
BESSIE  NORAS PLACE,BESSIE  NORAS PLACE,90-05  161 STREET,QUEENS,11432,718-739-0884,7485,10/31/2015,  Permitted,2 YEARS - 5 YEARS,30,No,Private,-73.799032,40.705231
BETANCES EARLY CHILDHOOD DEVELOPMENT CENTER,EPISCOPAL SOCIAL SERVICES,528 EAST 146TH STREET,BRONX,10455,718-665-1100,24098,10/5/2014,  Permitted,2 YEARS - 5 YEARS,75,No,ACS Contracted Preschools,-73.915113,40.812445
BETH GAVRIEL DAY CARE CENTER INC,BETH GAVRIEL DCC INC,119-03 80 ROAD,QUEENS,11415,718-544-2539,7609,7/12/2014,  Permitted,2 YEARS - 5 YEARS,66,No,Private,-73.832503,40.712533
BETH GAVRIEL OHEL SARA,BABOVE WORLD WIDE INSTITUTE INC,66-35 108TH STREET,QUEENS,11375,718-805-2252,52258,9/19/2015,  Permitted,2 YEARS - 5 YEARS,78,No,ACS Contracted Preschools,-73.847396,40.729371
BETH JACOB DAY CARE CENTER,BETH JACOB DAY CARE CENTERINC,1363 46TH STREET,BROOKLYN,11219,718-435-5755,4735,2/2/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,302,No,ACS Contracted Preschools,-73.988602,40.635893
BETH JACOB JEWISH ED CTR,BETH JACOB JEWISH ED CTRINC,102-35 63 ROAD,QUEENS,11375,718-896-4444,7218,3/22/2014,  Expired-InRenewal,2 YEARS - 5 YEARS,113,No,Private,-73.853547,40.733463
BETHEL MISSION LOVING DCC,BETHEL MISSION STATION CHURCHINCBETHEL MISSION STATION CHURCHINC,338 BEACH 56 STREET,QUEENS,11692,718-474-8618,6151,7/15/2015,  Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,-73.785659,40.593585
BETTER COMMUNITY LIFE DAY CARE  2,THE LEAGUE FOR BETTER COMMUNITY LIFE INC,133-16 ROOSEVELT AVENUE,QUEENS,11354,718-463-0403,5292,9/20/2014,  Permitted,2 YEARS - 5 YEARS,59,No,ACS Contracted Preschools,-73.833183,40.758144
BEYOND BASIC LEARNING ON THE GREEN,BBLI AT WASHINGTON AVENUE LLC,163 WASHINGTON AVENUE,BROOKLYN,11205,718-622-1000,54717,12/3/2015,  Permitted,0 YEARS - 2 YEARS,27,No,Private,-73.966499,40.693855
BFFY-MADELINE JONES HEAD START,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES,3415 NEPTUNE AVENUE,BROOKLYN,11224,718-266-5962,4360,6/28/2014,  Permitted,2 YEARS - 5 YEARS,80,No,ACS Head Start,-74.001413,40.577681
BIG APPLE DAY CARE INC INFANT/TODDLER / BIG APPLE DAY CARE INC PRESCHOOL,BIG APPLE DAY CAREINC,2020 AVENUE X,BROOKLYN,11235,718-332-2296,8206 / 8207,6/1/2014 / 6/1/2014,  Permitted /   Permitted,0 YEARS - 5 YEARS,22,No,Private,-73.949299,40.592644
BIG BIRDS PLAYHOUSE / BIG BIRDS PLAYHOUSE CORP / BIG BIRDS TINY TOTS,BIG BIRDS PLAYHOUSE CORP,1859 RICHMOND AVENUE,STATEN ISLAND,10314,718-982-0550,6467 / 6575 / 6840,3/1/2016 / 5/11/2014 / 9/14/2015,  Permitted /   Permitted /   Permitted,0 YEARS - 5 YEARS,127,No,Private,-74.162819,40.60246
BIG BIRDS TODDLER TIME,1869 RICHMOND AVENUE HOLDINGS LLC,1869 RICHMOND AVENUE,STATEN ISLAND,10314,917-686-5337,25337,10/16/2014,  Permitted,2 YEARS - 5 YEARS,28,No,Private,-74.162882,40.60206
BILINGUAL BUDS,BILINGUAL BUDS N Y C INC,180 RIVERSIDE BLVD,MANHATTAN,10069,212-787-8088,8144,4/26/2014,  Permitted,2 YEARS - 5 YEARS,53,No,Private,-73.98801,40.778397
BILLY MARTIN CHILD DEVELOPMENT CENTER,BILLY MARTIN CHILD DEVELOPMENT CENTER,333 CLASSON AVENUE,BROOKLYN,11205,718-857-5630,2165,4/6/2014,  Permitted,2 YEARS - 5 YEARS,70,No,ACS Contracted Preschools,-73.95982,40.690016
BIRCH FAMILY SERVICES - MANHATTAN EARLY CHILDHOOD CENTER,HERBERT G BIRCH SERVICES INC,554 FORT WASHINGTON AVENUE,MANHATTAN,10033,212-740-5157,5997,3/13/2016,  Permitted,2 YEARS - 5 YEARS,169,No,ACS Head Start,-73.937191,40.853857
BIRCH FAMILY SERVICES - WESTERN QUEENS EARLY CHILDHOOD CENTER,BIRCH FAMILY SERVICES - WESTERN QUEENS EARLY CHILDHOOD CENTER,10-24 49 AVENUE,QUEENS,11101,718-786-1104,6700,12/4/2013,  Expired-InRenewal,2 YEARS - 5 YEARS,135,Yes,Private,-73.953092,40.743029
BIRCH FAMILY SERVICES INC,BIRCH FAMILY SERVICES INC,145-02 FARMERS BOULEVARD,QUEENS,11434,718-527-5220,6603 / 2272,10/29/2014 / 3/14/2015,  Permitted /   Permitted,2 YEARS - 5 YEARS,233,Yes,ACS Head Start / Private,-73.767832,40.666047
BIRCH FAMILY SERVICES INC,BIRCH FAMILY SERVICES INC,475 EAST 57TH STREET,BROOKLYN,11203,718-451-5213,7295,11/20/2014,  Permitted,2 YEARS - 5 YEARS,60,Yes,Head Start Direct Fed Funding,-73.922274,40.643728
BIRCH FAMILY SERVICES INC / MILL BASIN EARLY CHILDHOOD CENTER,BIRCH FAMILY SERVICES INC,2075 EAST 68TH STREET,BROOKLYN,11234,718-968-7866,6378,7/18/2015,  Permitted,2 YEARS - 5 YEARS,76,No,Private,-73.909624,40.618868
