Site ID,Center Name,Permit Holder,Address,Borough,Zip Code,Phone,Permit Number,Permit Expiration Date,Permit Status,Age Range,Maximum Capacity,Certified to Administer Medication,Site Type,Lat,Lon
DC20584,AMAC,"ASSOCIATION FOR METROAREA AUTISTIC CHILDREN, INC.",25 WEST 17TH STREET,MANHATTAN,10011,212-645-5005,19617,07/30/2014,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.7386488,-73.99361379999999
DC109,AMALGAMATED NURSERY SCHOOL,AMALGAMATED NURSERY SCHOOL,3980 ORLOFF AVENUE,BRONX,10463,718-543-8688,7169,11/09/2015,Permitted,2 YEARS - 5 YEARS,56,No,Private,40.884029,-73.892021
DC19490,AMAZING CHILDREN EARLY LEARNING CENTER,DIWANTIE SEEMANGAL,758 EAST 222 STREET,BRONX,10467,347-899-8576,15998,05/07/2014,Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private,40.884835,-73.8597939
DC18411,AMAZING MAGIC BEANS,AMAZING CHILD CARE INC.,43-12 46TH ST.,QUEENS,11104,718-786-8091,7933,09/07/2014,Permitted,2 YEARS - 5 YEARS,50,No,Private,40.744418,-73.918716
DC23050,AMBASSADOR CHRISTIAN DAY CARE ACADEMY,LEONIA GIPSON,993 CLARKSON AVENUE,BROOKLYN,11212,718-809-0233,32579,02/14/2015,Permitted,2 YEARS - 5 YEARS,21,No,Private,40.658148,-73.925117
DC12242,AMERICAN EUROPEAN CHILD CARE,"EUROPEAN CHILD CARE DAY CARE CENTER, INC.",2150 BENSON AVENUE,BROOKLYN,11214,718-265-4477,6191,08/15/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.60045,-73.99625999999999
DC822,AMERICAN-EUROPEAN CHILD CARE DAY CARE CENTER,"EUROPEAN CHILD CARE DAY CARE CENTER, INC.",2150 BENSON AVENUE,BROOKLYN,11214,718-265-4477,5938,10/23/2014,Permitted,2 YEARS - 5 YEARS,21,No,Private,40.60045,-73.99625999999999
DC18823,AMY'S ACADEMY,AMY'S KIDDIE DAY CARE CENTER LLC,102 FENIMORE STREET,BROOKLYN,11225,718-462-3200,7955,11/26/2014,Permitted,2 YEARS - 5 YEARS,36,No,Private,40.657911,-73.95877
DC10465,ANGEL STAR DAY CARE CENTER,"ANGEL STAR DAY CARE CENTER, INC.",6803 20 AVENUE,BROOKLYN,11204,718-331-7282,7501,01/01/2015,Permitted,2 YEARS - 5 YEARS,19,No,Private,40.61452300000001,-73.98755899999999
DC19771,ANGELS IN THE GARDENS CHILD CARE CORP,ANGELS IN THE GARDENS CHILD CARE CORP,72-32 GREENWAY SOUTH,QUEENS,11375,718-997-0990,8288,04/18/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.7125323,-73.8412101
DC24572,ANNA LEFKOWITZ DAY CARE CENTER,"PHILIP MICHAELS CHILD CARE CENTER, INC.",690 WESTCHESTER AVENUE,BRONX,10455,718-292-8682,23437,09/28/2014,Permitted,2 YEARS - 5 YEARS,55,No,ACS Contracted Preschools,40.8168975,-73.90703669999999
DC2585,ANTIOCH  ACADEMY,ANTIOCH BAPTIST CHURCH,515 WEST 125 STREET,MANHATTAN,10027,212-222-2324,5247,09/30/2014,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.81417,-73.95652199999999
DC14676,APPLE TREE DAY CARE,"APPLE TREE DAYCARE AC, INC.",440 EAST 48TH STREET,BROOKLYN,11203,718-287-7488,44957,06/25/2015,Permitted,2 YEARS - 5 YEARS,55,No,Private,40.650991,-73.932547
DC19803,APPLE TREE DAY CARE CENTER,APPLETREE DAY CARE CENTER INC,73-20 BELL BLVD.,QUEENS,11364,718-264-1588,8241,02/28/2015,Permitted,2 YEARS - 5 YEARS,69,No,Private,40.740402,-73.75816619999999
DC20395,APPLE TREE TODDLER CENTER,APPLETREE TODDLER CENTER INC.,73-20 BELL BLVD.,QUEENS,11364,718-264-1588,8238,02/08/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.740402,-73.75816619999999
DC16721,ARCADIA CHILDREN'S  DAYCARE,SHARBANI ROY INC.,2195 GRAND CONCOURSE,BRONX,10453,718-561-8062,7703,01/05/2015,Permitted,2 YEARS - 5 YEARS,62,Yes,Private,40.855905,-73.901431
DC22141,ARISTA PREPARATORY  NURSERY & ACADEMY (P.S.),"ARISTA PREPARATORY, INC.",275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290,10017,12/15/2015,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.6703375,-73.9420883
DC22142,ARISTA PREPARATORY NURSERY & ACADEMY  (I/T),"ARISTA PREPARATORY, INC.",275 KINGSTON AVENUE,BROOKLYN,11213,718-493-9290,10018,12/15/2015,Permitted,0 YEARS - 2 YEARS,15,No,Private,40.6703375,-73.9420883
DC19201,ASPIRING STARS DAY CARE CENTER LLC,ASPIRING STARS DAY CARE CENTER LLC,156 GATES  AVENUE,BROOKLYN,11238,718-399-2339,8162,05/18/2014,Expired-InRenewal,2 YEARS - 5 YEARS,15,No,Private,40.684758,-73.961195
DC2110,ASSOCIATED BETH RIVKAH SCHOOLS,"ASSOCIATED BETH RIVKAH SCHOOLS, INC.",470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770,7382,03/20/2015,Permitted,2 YEARS - 5 YEARS,228,No,ACS Head Start,40.6625267,-73.94600779999999
DC14793,ASSOCIATED BETH RIVKAH SCHOOLS HEAD START,ASSOCIATED BETH RIVKAH SCHOOL FOR GIRLS,470 LEFFERTS AVENUE,BROOKLYN,11225,718-735-0770,7957,12/02/2014,Permitted,2 YEARS - 5 YEARS,32,No,Head Start (Direct Fed. Funding),40.6625267,-73.94600779999999
DC2046,ASTOR SERVICES FOR CHILDREN AND FAMILIES / LAWRENCE F. HICKEY CENTER,ASTOR SERVICES FOR CHILDREN AND FAMILIES,4010 DYRE AVENUE,BRONX,10466,718-515-3000,5927,07/18/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.890957,-73.83062199999999
DC1344,ASTORIA BLUE FEATHER HEAD START,NYSARC INC. NYC CHAPTER,27-07 8 STREET,QUEENS,11102,718-721-3960,5221,06/18/2016,Permitted,2 YEARS - 5 YEARS,83,Yes,Private,40.7737019,-73.9317118
DC19204,ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980,8169,05/28/2016,Permitted,0 YEARS - 2 YEARS,16,Yes,Head Start (Direct Fed. Funding),40.6772498,-73.9255123
DC21046,ATLANTIC AVENUE EARLY LEARNING CENTER,BROOKLYN BUREAU OF COMMUNITY SERVICE,1825 ATLANTIC  AVENUE,BROOKLYN,11233,347-296-4980,8170,05/28/2016,Permitted,2 YEARS - 5 YEARS,47,Yes,Head Start (Direct Fed. Funding),40.6772498,-73.9255123
DC1130,ATONEMENT PRE-SCHOOL,THE EVANGELICAL LUTHERAN CHURCH OF THE ATONEMENT,87-07 31 AVENUE,QUEENS,11369,718-639-6074,6977,04/05/2014,Expired-InRenewal,2 YEARS - 5 YEARS,40,No,Private,40.75998,-73.88094699999999
DC17011,AUDITORY/ORAL SCHOOL OF NY/ STRIVRIGHT,"THE AUDITORY/ORAL LEARNING CENTER, INC.",3321 AVENUE M,BROOKLYN,11210,718-531-1800,8357,08/04/2015,Permitted,2 YEARS - 5 YEARS,193,No,Private,40.620228,-73.94205099999999
DC24691,AUDREY JOHNSON LEARNING CENTER,"LABOR & INDUSTRY FOR EDUCATION, INC.",272 MOFFAT STREET,BROOKLYN,11207,718-574-0130,27578,11/20/2014,Permitted,2 YEARS - 5 YEARS,158,No,ACS Contracted Preschools,40.689659,-73.90400799999999
DC2871,AUGUSTANA EVANGELICAL LUTHERAN CHURCH,AUGUSTANA LUTHERAN PRE-SCHOOL,69-05 DITMARS BOULEVARD,QUEENS,11370,718-626-5957,6511,10/21/2013,Expired-InRenewal,2 YEARS - 5 YEARS,20,No,Private,40.768368,-73.899148
DC24766,"AVA'S LITTLE ACHIEVERS, INC.","AVA'S LITTLE ACHIEVERS, INC.",1743 LINDEN BLVD.,BROOKLYN,11207,347-318-3623,33340,02/26/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.657838,-73.898196
DC2040,"AVALON ACADEMY, PARK SLOPE (INFANT/TODDLER)","AVALON CHILDCARE, PARK SLOPE, INC.",204 15 STREET,BROOKLYN,11215,718-768-4300,7151,03/14/2015,Permitted,0 YEARS - 2 YEARS,34,No,Private,40.665581,-73.98989399999999
DC17018,"AVALON CHILD CARE OF RED HOOK, INC.","AVALON CHILD CARE OF RED HOOK, INC.",48 SULLIVAN STREET,BROOKLYN,11231,718-855-4655,7989,02/28/2013,Expired-InRenewal,0 YEARS - 2 YEARS,47,No,Private,40.6771068,-74.0109148
DC10769,"AVALON CHILDCARE, FIFTH AVENUE","AVALON CHILDCARE, FIFTH AVENUE, INC.",552 5 AVENUE,BROOKLYN,11215,718-768-4300,7618,06/30/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.6655609,-73.98965
DC18803,"AVALON FIFTH AVENUE TODDLER PROGRAM,INC.","AVALON FIFTH AVENUE TODDLER PROGRAM,INC.",552 5 AVENUE,BROOKLYN,11215,718-768-4300,7898,06/30/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.6655609,-73.98965
DC25195,AWESOME BUNNIES CHILDCARE CENTER,"NEW YORK UNITED DAY CARE,INC.",349 KEAP STREET,BROOKLYN,11211,718-302-4400,42519,06/05/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.709245,-73.9548669
DC23234,B ' ABOVE EARLY LEARNING CENTER,"B'ABOVE WORLDWIDE INSTITUTE, INC.",1810 DAVIDSON AVENUE,BRONX,10453,718-466-7509,23517,09/28/2014,Permitted,2 YEARS - 5 YEARS,127,Yes,ACS Contracted Preschools,40.8496495,-73.9118834
DC24700,B'ABOVE WORKWIDE INSTITUTE /NEW HYDE PARK,"B'ABOVE WORLDWIDE INSTITUTE, INC.",771-779 EAST 49TH STREET,BROOKLYN,11203,718-451-1126,27737,11/21/2014,Permitted,2 YEARS - 5 YEARS,176,Yes,ACS Contracted Preschools,40.642527,-73.930122
DC18950,B'ABOVE WORLD WIDE HEAD START,B'ABOVE WORLD WIDE INSTITUTE,60-05 WOODHAVEN BLVD,QUEENS,11373,718-805-2252,7963,10/28/2014,Permitted,2 YEARS - 5 YEARS,138,Yes,ACS Head Start,40.731192,-73.87097299999999
DC22198,B'ABOVE WORLDWIDE INSTITUTE / KRULA,B'ABOVE WORLD WIDE INSTITUTE INC.,799 KENT  AVENUE,BROOKLYN,11205,347-943-6353,29317,12/14/2014,Permitted,2 YEARS - 5 YEARS,98,Yes,ACS Contracted Preschools,40.69692500000001,-73.95940499999999
DC19171,BABY GENIUS DAY CARE CENTER,"BABY GENIUS DAY CARE CENTER,INC.",2082 UTICA AVENUE,BROOKLYN,11234,347-312-5277,8008,03/20/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.6209826,-73.9271285
DC22490,BABY STEPS,"BABY STEPS DAY CARE, INC.",99-06 METROPOLITAN AVENUE,QUEENS,11375,718-451-6094,20517,08/08/2014,Permitted,2 YEARS - 5 YEARS,26,No,Private,40.7108511,-73.8534225
DC22324,BAIS FRIEDA CHILD CARE,BAIS FRIEDA CHILD CARE CENTER INC.,1326 EAST 10TH STREET,BROOKLYN,11230,845-596-2271,28638,12/05/2014,Permitted,2 YEARS - 5 YEARS,54,No,Private,40.616743,-73.96496599999999
DC20809,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,1169 43RD STREET,BROOKLYN,11219,718-435-5111,8262,01/24/2015,Permitted,0 YEARS - 2 YEARS,16,No,Head Start (Direct Fed. Funding),40.640278,-73.991322
DC25392,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,1169 43RD STREET,BROOKLYN,11219,718-435-5111,40417,05/16/2015,Permitted,2 YEARS - 5 YEARS,32,No,Head Start (Direct Fed. Funding),40.640278,-73.991322
DC22831,BAM BAM'S PLAYHOUSE,"BAM BAM'S PLAYHOUSE, INC.",714 BANNER AVENUE,BROOKLYN,11235,718-332-3974,23217,09/26/2014,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.583141,-73.960797
DC21577,BAM BAM'S PLAYHOUSE INFANT/TODDLER,"BAM BAM'S PLAYHOUSE,INC.",714 BANNER AVENUE,BROOKLYN,11235,718-332-3974,8320,06/10/2015,Permitted,0 YEARS - 2 YEARS,10,No,Private,40.583141,-73.960797
DC21649,BAMBI CHILD CARE (INFANTS/ YOUNG TODDLERS),BAMBI CHILD CARE 2 INC.,1218 PROSPECT AVENUE,BROOKLYN,11218,718-499-3299,13878,01/24/2016,Permitted,0 YEARS - 2 YEARS,8,No,Private,40.653263,-73.9762004
DC21648,BAMBI CHILD CARE (PRESCHOOL),BAMBI CHILD CARE 2 INC.,1218 PROSPECT AVENUE,BROOKLYN,11218,718-499-2299,13877,01/24/2016,Permitted,2 YEARS - 5 YEARS,20,No,Private,40.653263,-73.9762004
DC14146,BAMBI DAY CARE CENTER INC.,BAMBI DAY CARE CENTER INC,138 HANCOCK STREET,BROOKLYN,11216,718-230-3487,7600,12/12/2015,Permitted,2 YEARS - 5 YEARS,35,No,Private,40.6822572,-73.9503261
DC1795,"BAMBI DAY CARE, INC.","BAMBI DAY CARE, INC.",300 ROGERS AVENUE,BROOKLYN,11225,718-771-1603,4879,01/17/2016,Permitted,2 YEARS - 5 YEARS,75,No,Private,40.66607700000001,-73.953869
DC2207,BANK STREET COLLEGE FAMILY CENTER,BANK STREET COLLEGE FAMILY CENTER,610 WEST 112 STREET,MANHATTAN,10025,212-875-4414,5728,10/31/2014,Permitted,2 YEARS - 5 YEARS,31,Yes,Private,40.8056084,-73.966681
DC10953,BANK STREET FAMILY CENTER,BANK STREET COLLEGE OF EDUCATION,610 WEST 112 STREET,MANHATTAN,10025,212-875-4412,5798,06/30/2015,Permitted,0 YEARS - 2 YEARS,20,Yes,Private,40.8056084,-73.966681
DC2150,BANK STREET HEAD START,BANK STREET COLLEGE OF EDUCATION,113 EAST 13 STREET,MANHATTAN,10003,212-353-2532,7401,02/17/2015,Permitted,2 YEARS - 5 YEARS,79,Yes,Head Start (Direct Fed. Funding),40.7333939,-73.988958
DC2163,BARNARD COLLEGE CENTER FOR TODDLER  DEVELOPMENT,BARNARD COLLEGE,3009 BROADWAY,MANHATTAN,10027,212-854-8271,5797,12/03/2015,Permitted,0 YEARS - 2 YEARS,13,No,Private,40.8093296,-73.9636611
DC15167,"BARNEY DAY CARE CENTER, INC.","BARNEY DAY CARE CENTER, INC.",472 NETHERLAND AVENUE,STATEN ISLAND,10303,718-477-5262,7847,11/20/2015,Permitted,2 YEARS - 5 YEARS,23,No,Private,40.628798,-74.16517499999999
DC12261,BARROW STREET NURSERY SCHOOL AT THE GREENWICH HOUSE INC.,BARROW STREET NURSERY SCHOOL @ GREENWICH HOUSE,27 BARROW STREET,MANHATTAN,10014,212-633-1203,4963,10/26/2014,Permitted,2 YEARS - 5 YEARS,76,Yes,Private,40.732377,-74.00315239999999
DC2685,BARUCH COLLEGE EARLY LEARNING CENTER,BARUCH COLLEGE EARLY LEARNING CENTER,104 EAST 19 STREET,MANHATTAN,10003,212-387-1420,5325,11/13/2015,Permitted,2 YEARS - 5 YEARS,30,Yes,Private,40.7372121,-73.9875773
DC14176,BASIC TRUST,"MILLER DAY CARE CENTER,INC.",225 WEST 99 STREET,MANHATTAN,10025,212-222-6602,6420,06/18/2015,Permitted,2 YEARS - 5 YEARS,18,No,Private,40.7962577,-73.96914650000001
DC2208,BASIC TRUST,"MILLER DAY CARE CENTER, INC.",225 WEST 99 STREET,MANHATTAN,10025,212-222-6602,6409,09/14/2015,Permitted,0 YEARS - 2 YEARS,20,No,Private,40.7962577,-73.96914650000001
DC2219,BATTERY PARK CITY DAY NURSERY,"BATTERY PARK CITY DAY NURSERY,INC.",215 SOUTH END AVENUE,MANHATTAN,10280,212-945-0088,5249,06/04/2014,Expired-InRenewal,2 YEARS - 5 YEARS,72,No,Private,40.7095444,-74.01690909999999
DC14373,BATTERY PARK CITY DAY NURSERY,"BATTERY PARK CITY DAY NURSERY, INC.",215 SOUTH END AVENUE,MANHATTAN,10280,212-945-0088,5233,07/03/2015,Permitted,0 YEARS - 2 YEARS,32,No,Private,40.7095444,-74.01690909999999
DC25250,BATTERY PARK MONTESSORI,"GREEN IVY HOLDINGS, LLC",21 SOUTH END AVENUE,MANHATTAN,10280,212-913-9704,56257,01/24/2016,Permitted,2 YEARS - 5 YEARS,56,Yes,Private,40.7081658,-74.0178918
DC956,BAY RIDGE AVE. CHILD CARE CENTER (I/T),"BAY RIDGE AVE. CHILD CARE CENTER, INC.",1206 BAY RIDGE AVENUE,BROOKLYN,11219,718-680-3544,6654,03/02/2015,Permitted,0 YEARS - 2 YEARS,7,No,Private,40.624726,-74.005963
DC12226,BAY RIDGE AVE. CHILD CARE CENTER -P/S,"BAY RIDGE AVE. CHILD CARE CENTER, INC.",1206 BAY RIDGE AVENUE,BROOKLYN,11219,718-680-3544,6655,03/02/2015,Permitted,2 YEARS - 5 YEARS,14,No,Private,40.624726,-74.005963
DC16737,BAY RIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC.,314  44TH  STREET,BROOKLYN,11220,718-768-5030,7623,07/28/2014,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.650666,-74.010943
DC628,BAY RIDGE MONTESSORI SCHOOL,ARLENE P. MARKINSON,6301 12 AVENUE,BROOKLYN,11219,718-259-8701,5016,11/12/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.6279388,-74.00246109999999
DC129,BAY RIDGE PLAY PLACE,"DAYCARE AMERICA, INC.",345 91 STREET,BROOKLYN,11209,718-921-3959,5660,07/05/2015,Permitted,2 YEARS - 5 YEARS,45,No,Private,40.619909,-74.03093799999999
DC10624,BAY RIDGE PLAY PLACE,DAYCARE AMERICA INC.,347 91ST STREET,BROOKLYN,11209,718-921-3959,5658,06/29/2015,Permitted,0 YEARS - 2 YEARS,21,No,Private,40.6198539,-74.030827
DC22424,BAYBEE LOUNGE,BAYBEE LOUNGE DAYCARE CORP.,182 HENDRIX ST,BROOKLYN,11207,718-513-0179,12197,02/07/2016,Permitted,0 YEARS - 2 YEARS,18,No,Private,40.6778181,-73.89070269999999
DC21356,BAYBEE LOUNGE DAYCARE,BAYBEE LOUNGE DAYCARE CORP.,2745 ATLANTIC AVENUE,BROOKLYN,11207,646-541-7744,8398,09/28/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.676449,-73.893002
DC25788,BAYRIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC.,322 44TH STREET,BROOKLYN,11220,718-768-5030,55139,12/13/2015,Permitted,2 YEARS - 5 YEARS,24,No,Private,40.65072809999999,-74.01059699999999
DC23100,BCA EARLY CHILDHOOD EDUCATION CENTER # 7,BROOKLYN CHINESE-AMERICAN ASSOCIATION,4202 8TH  AVENUE,BROOKLYN,11232,718-438-0008,55337,12/18/2015,Permitted,2 YEARS - 5 YEARS,132,No,Private,40.6456639,-73.999466
DC20580,BCA EARLY CHILDHOOD EDUCATION CENTER 3,BROOKLYN CHINESE AMERICAN ASSOCIATION,713 43RD STREET,BROOKLYN,11232,718-851-0869,24497,10/10/2014,Permitted,2 YEARS - 5 YEARS,136,No,ACS Contracted Preschools,40.646262,-74.0012239
DC23106,BCA EARLY CHILDHOOD EDUCATION CENTER 5,"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.",871 50TH STREET,BROOKLYN,11220,718-438-0008,41797,05/29/2015,Permitted,2 YEARS - 5 YEARS,102,No,Private,40.640187,-74.001711
DC25881,BCA EARLY CHILDHOODEDUCATION CENTER 8,"BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.",4116  8TH AVENUE,BROOKLYN,11232,718-438-8303,48957,07/26/2015,Permitted,2 YEARS - 5 YEARS,30,No,Private,40.645986,-73.99902999999999
DC22000,BCM  CHILD CARE-INFANT/TODDLER,BEIS CHAYA MUSHKA,1505 CARROLL STREET,BROOKLYN,11213,718-756-0770,8401,10/11/2015,Permitted,0 YEARS - 2 YEARS,83,No,Private,40.6664572,-73.937253
DC1702,BEACHBROOK NURSERY SCHOOL,BEACHBROOK NURSERY SCHOOL,2953 AVENUE X,BROOKLYN,11235,718-648-7162,1831,01/14/2014,Expired-InRenewal,2 YEARS - 5 YEARS,44,No,Private,40.5939529,-73.9394897
DC440,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,410 6 AVENUE,BROOKLYN,11215,718-788-7059,5215,05/23/2016,Permitted,2 YEARS - 5 YEARS,49,No,Private,40.66887819999999,-73.9835464
DC2013,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,446 6TH AVENUE,BROOKLYN,11215,718-965-8573,6062,07/08/2015,Permitted,2 YEARS - 5 YEARS,25,No,Private,40.667689,-73.984572
DC738,BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,454-456 6 AVENUE,BROOKLYN,11215,718-369-3479,6170,10/04/2014,Permitted,2 YEARS - 5 YEARS,29,No,Private,40.6673212,-73.98482210000002
DC169,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",133 KINGSBOROUGH  1ST WALK,BROOKLYN,11233,718-453-0828,4348,12/02/2014,Permitted,2 YEARS - 5 YEARS,34,Yes,ACS Head Start,40.6755016,-73.927178
DC176,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",260 JEFFERSON AVENUE.,BROOKLYN,11216,718-453-0722,5051,08/05/2015,Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start,40.68335,-73.947169
DC174,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",5 QUINCY STREET,BROOKLYN,11238,718-453-0788,5170,12/03/2014,Permitted,2 YEARS - 5 YEARS,213,Yes,Head Start (Direct Fed. Funding),40.68597219999999,-73.9610701
DC26008,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT, INC.",813 HANCOCK STREET,BROOKLYN,11233,718-455-5565,54541,11/26/2015,Permitted,2 YEARS - 5 YEARS,215,No,Private,40.685878,-73.922772
DC175,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC",971 DEKALB AVENUE,BROOKLYN,11221,718-453-0681,2210,11/10/2014,Permitted,2 YEARS - 5 YEARS,30,Yes,ACS Head Start,40.6930168,-73.9372077
DC170,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",262 LEXINGTON AVENUE,BROOKLYN,11216,718-453-0760,4297,03/25/2015,Permitted,2 YEARS - 5 YEARS,57,No,ACS Head Start,40.6876114,-73.9514253
DC173,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",275 MARCUS GARVEY BOULEVARD,BROOKLYN,11221,718-453-0500,4413,07/25/2015,Permitted,2 YEARS - 5 YEARS,60,Yes,ACS Head Start,40.6881308,-73.9390439
DC25042,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",281 STUYVESANT AVENUE,BROOKLYN,11221,718-455-3686,31017,01/18/2015,Permitted,2 YEARS - 5 YEARS,35,No,ACS Contracted Preschools,40.684858,-73.932135
DC24792,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",500 MACON STREET,BROOKLYN,11233,718-453-0780,33058,02/21/2015,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,40.6830545,-73.9304417
DC24793,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",990 DEKALB AVENUE,BROOKLYN,11221,718-574-2365,32817,02/19/2015,Permitted,2 YEARS - 5 YEARS,20,No,ACS Contracted Preschools,40.6930803,-73.93519739999999
DC171,BEDFORD STUYVESANT HEAD START,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,INC",214 STUYVESANT AVENUE,BROOKLYN,11221,718-453-0695,5474,04/06/2015,Permitted,2 YEARS - 5 YEARS,37,Yes,ACS Head Start,40.6878804,-73.9330506
DC14775,BEDFORD STUYVESSANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,510-522 QUINCY STREET,BROOKLYN,11221,718-455-4806,7491,11/21/2015,Permitted,2 YEARS - 5 YEARS,105,Yes,Head Start (Direct Fed. Funding),40.687769,-73.94024399999999
DC20320,BEDROCK PRESCHOOL,BEDROCK AT COBBLE HILL INC.,3220  ARLINGTON AVENUE,BRONX,10463,718-884-0020,8383,08/31/2015,Permitted,0 YEARS - 2 YEARS,28,No,Private,40.884696,-73.911901
DC19580,BEDROCK PRESCHOOL (P/S),BEDROCK AT COBBLE HILL INC.,3220  ARLINGTON AVENUE,BRONX,10463,718-884-0020,8384,08/31/2015,Permitted,2 YEARS - 5 YEARS,40,No,Private,40.884696,-73.911901
DC25731,BEGINNING STEPS DAY CARE,"BEGINNING STEPS INFANT DAY CARE, LLC.",21 SNYDER AVENUE,BROOKLYN,11226,718-940-7700,64597,05/19/2016,Permitted,0 YEARS - 2 YEARS,41,No,Private,40.6486919,-73.9572659
DC25729,BEGINNING STEPS DAY CARE/ PRESCHOOL,"BEGINNING STEPS INFANT DAY CARE, LLC",21 SNYDER AVENUE,BROOKLYN,11226,718-940-7700,64598,05/19/2016,Permitted,2 YEARS - 5 YEARS,103,No,Private,40.6486919,-73.9572659
DC21312,BEGINNING WITH CHILDREN PRE-K,"SHELTERING ARMS DAY CARE SERVICES, INC.",11 BARTLETT STREET,BROOKLYN,11206,718-388-8847,8209,08/26/2014,Permitted,2 YEARS - 5 YEARS,18,No,Private,40.700268,-73.94825589999999
DC22468,BEGINNINGS NURSERY,BEGINNINGS NURSERY,130  EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9239,11/30/2015,Permitted,0 YEARS - 2 YEARS,11,No,Private,40.734861,-73.987392
DC22469,BEGINNINGS NURSERY SCHOOL,BEGINNINGS NURSERY SCHOOL,130  EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9240,11/30/2015,Permitted,2 YEARS - 5 YEARS,74,No,Private,40.734861,-73.987392
DC21556,BEIS SHLOMO ZALMEN DAY CARE CENTER,BEIS SHLOMO ZALMEN,262 DELANCEY STREET,MANHATTAN,10002,212-475-1860,10077,12/16/2015,Permitted,2 YEARS - 5 YEARS,42,Yes,Private,40.716772,-73.98062
